sequence,v115@ShB8FeH8AeB8Jex/IvhF8lBGiBTjBikB3mBlsB,v115@ShB8FeH8AeB8Jex/IvhFThBliBcoBikBWrB/sB,v115@ShB8FeH8AeB8Jex/IvhFlhB3iBcoBikBzlBGsB,v115@ShB8FeH8AeB8JeOEJvhFXgB0hBSoBzlBRsBlsB,v115@ShB8FeH8AeB8JeOEJvhFXgB8lBzhBFoBxrBCtB
LTSZOJI,O,X,X,X,X
LTSOIJZ,X,X,X,X,X
LTSOIZJ,X,X,X,X,X
LTSOJIZ,X,X,X,X,X
LTSOJZI,O,X,X,X,X
LTSOZIJ,O,X,X,X,X
LTSOZJI,O,X,X,X,X
LTZIJSO,X,X,X,X,X
LTZIJOS,O,X,X,X,X
LTZISJO,X,X,X,X,X
LTZISOJ,X,X,X,X,X
LTZIOJS,O,X,X,X,X
LTZIOSJ,X,X,X,X,X
LTZJISO,X,X,X,X,X
LTZJIOS,O,X,X,X,X
LTZJSIO,X,X,X,X,X
LTZJSOI,X,X,X,X,X
LTZJOIS,O,X,X,X,X
LTZJOSI,X,X,X,X,X
LTZSIJO,X,X,X,X,X
LTZSIOJ,X,X,X,X,X
LTZSJIO,X,X,X,X,X
LTZSJOI,X,X,X,X,X
LTZSOIJ,X,X,X,X,X
LTZSOJI,X,X,X,X,X
LTZOIJS,O,X,X,X,X
LTZOISJ,X,X,X,X,X
LTZOJIS,O,X,X,X,X
LTZOJSI,X,X,X,X,X
LTZOSIJ,X,X,X,X,X
LTZOSJI,X,X,X,X,X
LTOIJSZ,X,X,X,X,X
LTOIJZS,X,X,X,X,X
LTOISJZ,X,X,X,X,X
LTOISZJ,X,X,X,X,X
LTOIZJS,O,X,X,X,X
LTOIZSJ,X,X,X,X,X
LTOJISZ,X,X,X,X,X
LTOJIZS,X,X,X,X,X
LTOJSIZ,X,X,X,X,X
LTOJSZI,O,X,X,X,X
LTOJZIS,O,X,X,X,X
LTOJZSI,X,X,X,X,X
LTOSIJZ,X,X,X,X,X
LTOSIZJ,X,X,X,X,X
LTOSJIZ,X,X,X,X,X
LTOSJZI,O,X,X,X,X
LTOSZIJ,O,X,X,X,X
LTOSZJI,O,X,X,X,X
LTOZIJS,O,X,X,X,X
LTOZISJ,X,X,X,X,X
LTOZJIS,O,X,X,X,X
LTOZJSI,X,X,X,X,X
LTOZSIJ,X,X,X,X,X
LTOZSJI,X,X,X,X,X
LITJSZO,X,X,X,X,X
LITJSOZ,X,X,X,X,X
LITJZSO,X,X,X,X,X
LITJZOS,X,X,X,X,X
LITJOSZ,X,X,X,X,X
LITJOZS,X,X,X,X,X
LITSJZO,X,X,X,X,X
LITSJOZ,X,X,X,X,X
LITSZJO,X,X,X,X,X
LITSZOJ,X,X,X,X,X
LITSOJZ,X,X,X,X,X
LITSOZJ,X,X,X,X,X
LITZJSO,X,X,X,X,X
LITZJOS,O,X,X,X,X
LITZSJO,X,X,X,X,X
LITZSOJ,X,X,X,X,X
LITZOJS,O,X,X,X,X
LITZOSJ,X,X,X,X,X
LITOJSZ,X,X,X,X,X
LITOJZS,X,X,X,X,X
LITOSJZ,X,X,X,X,X
LITOSZJ,X,X,X,X,X
LITOZJS,O,X,X,X,X
LITOZSJ,X,X,X,X,X
LIJTSZO,X,X,X,X,X
LIJTSOZ,X,X,X,X,X
LIJTZSO,X,X,O,X,X
LIJTZOS,X,X,X,X,X
LIJTOSZ,X,X,X,X,X
LIJTOZS,X,X,X,X,X
LIJSTZO,X,X,X,X,X
LIJSTOZ,X,X,X,X,X
LIJSZTO,X,O,X,X,X
LIJSZOT,X,O,X,X,X
LIJSOTZ,X,X,X,X,X
LIJSOZT,X,O,X,X,X
LIJZTSO,X,X,O,X,X
LIJZTOS,X,X,X,X,X
LIJZSTO,X,O,O,X,X
LIJZSOT,X,O,X,X,X
LIJZOTS,X,X,X,X,X
LIJZOST,X,O,X,X,X
LIJOTSZ,X,X,X,X,X
LIJOTZS,X,X,X,X,X
LIJOSTZ,X,X,X,X,X
LIJOSZT,X,O,X,O,X
LIJOZTS,X,X,X,X,X
LIJOZST,X,O,X,O,X
LISTJZO,X,X,X,X,X
LISTJOZ,X,X,X,X,X
LISTZJO,X,X,X,X,X
LISTZOJ,X,X,X,X,X
LISTOJZ,X,X,X,X,X
LISTOZJ,X,X,X,X,X
LISJTZO,X,X,X,X,X
LISJTOZ,X,X,X,X,X
LISJZTO,X,O,X,X,X
LISJZOT,X,O,X,X,X
LISJOTZ,X,X,X,X,X
LISJOZT,X,O,X,X,X
LISZTJO,X,O,X,X,X
LISZTOJ,X,X,X,X,X
LISZJTO,X,O,X,X,X
LISZJOT,X,O,X,X,X
LISZOTJ,X,X,X,X,X
LISZOJT,X,X,X,X,X
LISOTJZ,X,X,X,X,X
LISOTZJ,X,X,X,X,X
LISOJTZ,X,X,X,X,X
LISOJZT,X,X,X,X,X
LISOZTJ,X,X,X,X,X
LISOZJT,X,X,X,X,X
LIZTJSO,X,X,X,X,X
LIZTJOS,O,X,X,X,X
LIZTSJO,X,X,X,X,X
LIZTSOJ,X,X,X,X,X
LIZTOJS,O,X,X,X,X
LIZTOSJ,X,X,X,X,X
LIZJTSO,X,X,O,X,X
LIZJTOS,X,X,X,X,X
LIZJSTO,X,O,O,X,X
LIZJSOT,X,O,X,X,X
LIZJOTS,X,X,X,X,X
LIZJOST,X,O,X,X,X
LIZSTJO,O,O,O,X,X
LIZSTOJ,O,X,O,X,X
LIZSJTO,X,O,O,X,X
LIZSJOT,O,O,X,X,X
LIZSOTJ,X,X,O,X,X
LIZSOJT,O,X,O,X,X
LIZOTJS,O,X,O,X,X
LIZOTSJ,X,X,O,X,X
LIZOJTS,X,X,O,X,X
LIZOJST,X,X,O,X,X
LIZOSTJ,X,X,O,X,X
LIZOSJT,O,X,O,X,X
LIOTJSZ,X,X,X,X,X
LIOTJZS,X,X,X,X,X
LIOTSJZ,X,X,X,X,X
LIOTSZJ,X,X,X,X,X
LIOTZJS,O,X,O,X,X
LIOTZSJ,X,X,O,X,X
LIOJTSZ,X,X,X,X,X
LIOJTZS,X,X,O,X,X
LIOJSTZ,X,X,X,X,X
LIOJSZT,X,X,X,O,X
LIOJZTS,X,X,O,X,X
LIOJZST,X,X,O,O,X
LIOSTJZ,X,X,X,X,X
LIOSTZJ,X,X,X,X,X
LIOSJTZ,X,X,X,X,X
LIOSJZT,X,X,X,O,X
LIOSZTJ,X,X,X,X,X
LIOSZJT,X,X,X,O,X
LIOZTJS,O,X,O,X,X
LIOZTSJ,X,X,O,X,X
LIOZJTS,X,X,O,X,X
LIOZJST,X,X,O,O,X
LIOZSTJ,X,X,O,X,X
LIOZSJT,O,X,O,O,X
LJTISZO,X,X,X,X,X
LJTISOZ,X,X,X,X,X
LJTIZSO,X,X,O,X,X
LJTIZOS,X,X,X,X,X
LJTIOSZ,X,X,X,X,X
LJTIOZS,X,X,X,X,X
LJTSIZO,X,X,X,X,X
LJTSIOZ,X,X,X,X,X
LJTSZIO,X,X,X,X,X
LJTSZOI,X,X,X,X,X
LJTSOIZ,X,X,X,X,X
LJTSOZI,X,X,X,X,X
LJTZISO,X,X,O,X,X
LJTZIOS,X,X,X,X,X
LJTZSIO,X,X,O,X,X
LJTZSOI,X,X,X,X,X
LJTZOIS,X,X,X,X,X
LJTZOSI,X,X,X,X,X
LJTOISZ,X,X,X,X,X
LJTOIZS,X,X,X,X,X
LJTOSIZ,X,X,X,X,X
LJTOSZI,X,X,X,X,X
LJTOZIS,X,X,X,X,X
LJTOZSI,X,X,X,X,X
LJITSZO,X,X,X,X,X
LJITSOZ,X,X,X,X,X
LJITZSO,X,X,O,X,X
LJITZOS,X,X,X,X,X
LJITOSZ,X,X,X,X,X
LJITOZS,X,X,X,X,X
LJISTZO,X,X,X,X,X
LJISTOZ,X,X,X,X,X
LJISZTO,X,O,X,X,X
LJISZOT,X,O,X,X,X
LJISOTZ,X,X,X,X,X
LJISOZT,X,O,X,X,X
LJIZTSO,X,X,O,X,X
LJIZTOS,X,X,X,X,X
LJIZSTO,X,O,O,X,X
LJIZSOT,X,O,X,X,X
LJIZOTS,X,X,X,X,X
LJIZOST,X,O,X,X,X
LJIOTSZ,X,X,X,X,X
LJIOTZS,X,X,X,X,X
LJIOSTZ,X,X,X,X,X
LJIOSZT,X,O,X,O,X
LJIOZTS,X,X,X,X,X
LJIOZST,X,O,X,O,X
LJSTIZO,X,X,X,X,X
LJSTIOZ,X,X,X,X,X
LJSTZIO,X,X,X,X,X
LJSTZOI,X,X,X,X,X
LJSTOIZ,X,X,X,X,X
LJSTOZI,X,X,X,X,X
LJSITZO,X,X,X,X,X
LJSITOZ,X,X,X,X,X
LJSIZTO,X,O,X,X,X
LJSIZOT,X,O,X,X,X
LJSIOTZ,X,X,X,X,X
LJSIOZT,X,O,X,X,X
LJSZTIO,X,O,X,X,X
LJSZTOI,X,O,X,X,X
LJSZITO,X,O,X,X,X
LJSZIOT,X,O,X,X,X
LJSZOTI,X,O,X,X,X
LJSZOIT,X,O,X,X,X
LJSOTIZ,X,X,X,X,X
LJSOTZI,X,X,X,X,X
LJSOITZ,X,X,X,X,X
LJSOIZT,X,O,X,X,X
LJSOZTI,X,O,X,X,X
LJSOZIT,X,O,X,O,X
LJZTISO,X,X,O,X,X
LJZTIOS,X,X,X,X,X
LJZTSIO,X,X,O,X,X
LJZTSOI,X,X,X,X,X
LJZTOIS,X,X,X,X,X
LJZTOSI,X,X,X,X,X
LJZITSO,X,X,O,X,X
LJZITOS,X,X,X,X,X
LJZISTO,X,O,O,X,X
LJZISOT,X,O,X,X,X
LJZIOTS,X,X,X,X,X
LJZIOST,X,O,X,X,X
LJZSTIO,X,O,O,X,X
LJZSTOI,X,O,X,X,X
LJZSITO,X,O,O,X,X
LJZSIOT,X,O,X,X,X
LJZSOTI,X,O,O,X,X
LJZSOIT,X,O,O,X,X
LJZOTIS,X,X,O,X,X
LJZOTSI,X,X,O,X,X
LJZOITS,X,X,O,X,X
LJZOIST,X,O,O,X,X
LJZOSTI,X,O,O,X,X
LJZOSIT,X,O,O,X,X
LJOTISZ,X,X,X,X,X
LJOTIZS,X,X,O,X,X
LJOTSIZ,X,X,X,X,X
LJOTSZI,X,X,X,X,X
LJOTZIS,X,X,O,X,X
LJOTZSI,X,X,O,X,X
LJOITSZ,X,X,X,X,X
LJOITZS,X,X,O,X,X
LJOISTZ,X,X,X,X,X
LJOISZT,X,O,X,X,X
LJOIZTS,X,X,O,X,X
LJOIZST,X,O,O,X,X
LJOSTIZ,X,X,X,X,X
LJOSTZI,X,X,X,X,X
LJOSITZ,X,X,X,X,X
LJOSIZT,X,O,X,X,X
LJOSZTI,X,O,X,X,X
LJOSZIT,X,O,X,O,X
LJOZTIS,X,X,O,X,X
LJOZTSI,X,X,O,X,X
LJOZITS,X,X,O,X,X
LJOZIST,X,O,O,X,X
LJOZSTI,X,O,O,X,X
LJOZSIT,X,O,O,O,X
LSTIJZO,X,X,X,X,X
LSTIJOZ,X,X,X,X,X
LSTIZJO,X,X,X,X,X
LSTIZOJ,X,X,X,X,X
LSTIOJZ,X,X,X,X,X
LSTIOZJ,X,X,X,X,X
LSTJIZO,X,X,X,X,X
LSTJIOZ,X,X,X,X,X
LSTJZIO,O,X,X,X,X
LSTJZOI,O,X,X,X,X
LSTJOIZ,X,X,X,X,X
LSTJOZI,O,X,X,X,X
LSTZIJO,O,X,X,X,X
LSTZIOJ,O,X,X,X,X
LSTZJIO,O,X,X,X,X
LSTZJOI,O,X,X,X,X
LSTZOIJ,O,X,X,X,X
LSTZOJI,O,X,X,X,X
LSTOIJZ,X,X,X,X,X
LSTOIZJ,X,X,X,X,X
LSTOJIZ,X,X,X,X,X
LSTOJZI,O,X,X,X,X
LSTOZIJ,O,X,X,X,X
LSTOZJI,O,X,X,X,X
LSITJZO,X,X,X,X,X
LSITJOZ,X,X,X,X,X
LSITZJO,X,X,X,X,X
LSITZOJ,X,X,X,X,X
LSITOJZ,X,X,X,X,X
LSITOZJ,X,X,X,X,X
LSIJTZO,X,X,X,X,X
LSIJTOZ,X,X,X,X,X
LSIJZTO,X,O,X,X,X
LSIJZOT,X,O,X,X,X
LSIJOTZ,X,X,X,X,X
LSIJOZT,X,O,X,X,X
LSIZTJO,X,O,X,X,X
LSIZTOJ,X,X,X,X,X
LSIZJTO,X,O,X,X,X
LSIZJOT,X,O,X,X,X
LSIZOTJ,X,X,X,X,X
LSIZOJT,X,X,X,X,X
LSIOTJZ,X,X,X,X,X
LSIOTZJ,X,X,X,X,X
LSIOJTZ,X,X,X,X,X
LSIOJZT,X,X,X,X,X
LSIOZTJ,X,X,X,X,X
LSIOZJT,X,X,X,X,X
LSJTIZO,X,X,X,X,X
LSJTIOZ,X,X,X,X,X
LSJTZIO,X,X,X,X,X
LSJTZOI,X,X,X,X,X
LSJTOIZ,X,X,X,X,X
LSJTOZI,X,X,X,X,X
LSJITZO,X,X,X,X,X
LSJITOZ,X,X,X,X,X
LSJIZTO,X,O,X,X,X
LSJIZOT,X,O,X,X,X
LSJIOTZ,X,X,X,X,X
LSJIOZT,X,O,X,X,X
LSJZTIO,X,O,X,X,X
LSJZTOI,X,O,X,X,X
LSJZITO,X,O,X,X,X
LSJZIOT,O,O,X,X,X
LSJZOTI,X,O,X,X,X
LSJZOIT,O,O,X,X,X
LSJOTIZ,X,X,X,X,X
LSJOTZI,X,X,X,X,X
LSJOITZ,X,X,X,X,X
LSJOIZT,X,O,X,X,X
LSJOZTI,X,O,X,X,X
LSJOZIT,O,O,X,O,X
LSZTIJO,O,O,X,X,X
LSZTIOJ,O,X,X,X,X
LSZTJIO,O,O,X,X,X
LSZTJOI,O,O,X,X,X
LSZTOIJ,O,X,X,X,X
LSZTOJI,O,X,X,X,X
LSZITJO,O,O,X,X,X
LSZITOJ,O,X,X,X,X
LSZIJTO,X,O,X,X,X
LSZIJOT,O,O,X,X,X
LSZIOTJ,X,X,X,X,X
LSZIOJT,O,X,X,X,X
LSZJTIO,X,O,X,X,X
LSZJTOI,X,O,X,X,X
LSZJITO,X,O,X,X,X
LSZJIOT,O,O,X,X,X
LSZJOTI,X,O,X,X,X
LSZJOIT,O,O,X,X,X
LSZOTIJ,X,X,X,X,X
LSZOTJI,X,X,X,X,X
LSZOITJ,X,X,X,X,X
LSZOIJT,O,X,X,X,X
LSZOJTI,X,X,X,X,X
LSZOJIT,O,X,X,X,X
LSOTIJZ,X,X,X,X,X
LSOTIZJ,X,X,X,X,X
LSOTJIZ,X,X,X,X,X
LSOTJZI,X,X,X,X,X
LSOTZIJ,X,X,X,X,X
LSOTZJI,X,X,X,X,X
LSOITJZ,X,X,X,X,X
LSOITZJ,X,X,X,X,X
LSOIJTZ,X,X,X,X,X
LSOIJZT,X,X,X,X,X
LSOIZTJ,X,X,X,X,X
LSOIZJT,X,X,X,X,X
LSOJTIZ,X,X,X,X,X
LSOJTZI,X,X,X,X,X
LSOJITZ,X,X,X,X,X
LSOJIZT,X,X,X,X,X
LSOJZTI,X,X,X,X,X
LSOJZIT,O,X,X,O,X
LSOZTIJ,X,X,X,X,X
LSOZTJI,X,X,X,X,X
LSOZITJ,X,X,X,X,X
LSOZIJT,O,X,X,X,X
LSOZJTI,X,X,X,X,X
LSOZJIT,O,X,X,O,X
LZTIJSO,X,X,X,X,X
LZTIJOS,O,X,X,X,X
LZTISJO,X,X,X,X,X
LZTISOJ,X,X,X,X,X
LZTIOJS,O,X,X,X,X
LZTIOSJ,X,X,X,X,X
LZTJISO,X,X,X,X,X
LZTJIOS,O,X,X,X,X
LZTJSIO,X,X,X,X,X
LZTJSOI,X,X,X,X,X
LZTJOIS,O,X,X,X,X
LZTJOSI,X,X,X,X,X
LZTSIJO,X,X,X,X,X
LZTSIOJ,X,X,X,X,X
LZTSJIO,X,X,X,X,X
LZTSJOI,X,X,X,X,X
LZTSOIJ,X,X,X,X,X
LZTSOJI,X,X,X,X,X
LZTOIJS,O,X,X,X,X
LZTOISJ,X,X,X,X,X
LZTOJIS,O,X,X,X,X
LZTOJSI,X,X,X,X,X
LZTOSIJ,X,X,X,X,X
LZTOSJI,X,X,X,X,X
LZITJSO,X,X,X,X,X
LZITJOS,O,X,X,X,X
LZITSJO,X,X,X,X,X
LZITSOJ,X,X,X,X,X
LZITOJS,O,X,X,X,X
LZITOSJ,X,X,X,X,X
LZIJTSO,X,X,O,X,X
LZIJTOS,X,X,X,X,X
LZIJSTO,X,O,O,X,X
LZIJSOT,X,O,X,X,X
LZIJOTS,X,X,X,X,X
LZIJOST,X,O,X,X,X
LZISTJO,O,O,O,X,X
LZISTOJ,O,X,O,X,X
LZISJTO,X,O,O,X,X
LZISJOT,O,O,X,X,X
LZISOTJ,X,X,O,X,X
LZISOJT,O,X,O,X,X
LZIOTJS,O,X,O,X,X
LZIOTSJ,X,X,O,X,X
LZIOJTS,X,X,O,X,X
LZIOJST,X,X,O,X,X
LZIOSTJ,X,X,O,X,X
LZIOSJT,O,X,O,X,X
LZJTISO,X,X,O,X,X
LZJTIOS,X,X,X,X,X
LZJTSIO,X,X,O,X,X
LZJTSOI,X,X,X,X,X
LZJTOIS,X,X,X,X,X
LZJTOSI,X,X,X,X,X
LZJITSO,X,X,O,X,X
LZJITOS,X,X,X,X,X
LZJISTO,X,O,O,X,X
LZJISOT,X,O,X,X,X
LZJIOTS,X,X,X,X,X
LZJIOST,X,O,X,X,X
LZJSTIO,X,O,O,X,X
LZJSTOI,X,O,X,X,X
LZJSITO,X,O,O,X,X
LZJSIOT,X,O,X,X,X
LZJSOTI,X,O,O,X,X
LZJSOIT,X,O,O,X,X
LZJOTIS,X,X,O,X,X
LZJOTSI,X,X,O,X,X
LZJOITS,X,X,O,X,X
LZJOIST,X,O,O,X,X
LZJOSTI,X,O,O,X,X
LZJOSIT,X,O,O,X,X
LZSTIJO,O,O,O,X,X
LZSTIOJ,O,X,O,X,X
LZSTJIO,O,O,X,X,X
LZSTJOI,O,O,X,X,X
LZSTOIJ,O,X,X,X,X
LZSTOJI,O,X,X,X,X
LZSITJO,O,O,O,X,X
LZSITOJ,O,X,O,X,X
LZSIJTO,X,O,O,X,X
LZSIJOT,O,O,X,X,X
LZSIOTJ,X,X,O,X,X
LZSIOJT,O,X,O,X,X
LZSJTIO,X,O,O,X,X
LZSJTOI,X,O,X,X,X
LZSJITO,X,O,O,X,X
LZSJIOT,O,O,X,X,X
LZSJOTI,X,O,O,X,X
LZSJOIT,O,O,O,X,X
LZSOTIJ,X,X,O,X,X
LZSOTJI,X,X,X,X,X
LZSOITJ,X,X,O,X,X
LZSOIJT,O,X,O,X,X
LZSOJTI,X,X,O,X,X
LZSOJIT,O,X,O,X,X
LZOTIJS,O,X,O,X,X
LZOTISJ,X,X,O,X,X
LZOTJIS,O,X,O,X,X
LZOTJSI,X,X,O,X,X
LZOTSIJ,X,X,O,X,X
LZOTSJI,X,X,X,X,X
LZOITJS,O,X,O,X,X
LZOITSJ,X,X,O,X,X
LZOIJTS,X,X,O,X,X
LZOIJST,X,X,O,X,X
LZOISTJ,X,X,O,X,X
LZOISJT,O,X,O,X,X
LZOJTIS,X,X,O,X,X
LZOJTSI,X,X,O,X,X
LZOJITS,X,X,O,X,X
LZOJIST,X,X,O,X,X
LZOJSTI,X,X,O,X,X
LZOJSIT,X,X,O,X,X
LZOSTIJ,X,X,O,X,X
LZOSTJI,X,X,X,X,X
LZOSITJ,X,X,O,X,X
LZOSIJT,O,X,O,X,X
LZOSJTI,X,X,O,X,X
LZOSJIT,O,X,O,X,X
LOTIJSZ,X,X,X,X,X
LOTIJZS,X,X,X,X,X
LOTISJZ,X,X,X,X,X
LOTISZJ,X,X,X,X,X
LOTIZJS,O,X,O,X,X
LOTIZSJ,X,X,O,X,X
LOTJISZ,X,X,X,X,X
LOTJIZS,X,X,X,X,X
LOTJSIZ,X,X,X,X,X
LOTJSZI,O,X,X,X,X
LOTJZIS,O,X,X,X,X
LOTJZSI,X,X,X,X,X
LOTSIJZ,X,X,X,X,X
LOTSIZJ,X,X,X,X,X
LOTSJIZ,X,X,X,X,X
LOTSJZI,O,X,X,X,X
LOTSZIJ,O,X,X,X,X
LOTSZJI,O,X,X,X,X
LOTZIJS,O,X,O,X,X
LOTZISJ,X,X,O,X,X
LOTZJIS,O,X,O,X,X
LOTZJSI,X,X,O,X,X
LOTZSIJ,X,X,O,X,X
LOTZSJI,X,X,X,X,X
LOITJSZ,X,X,X,X,X
LOITJZS,X,X,X,X,X
LOITSJZ,X,X,X,X,X
LOITSZJ,X,X,X,X,X
LOITZJS,O,X,O,X,X
LOITZSJ,X,X,O,X,X
LOIJTSZ,X,X,X,X,X
LOIJTZS,X,X,O,X,X
LOIJSTZ,X,X,X,X,X
LOIJSZT,X,X,X,X,X
LOIJZTS,X,X,O,X,X
LOIJZST,X,X,O,X,X
LOISTJZ,X,X,X,X,X
LOISTZJ,X,X,X,X,X
LOISJTZ,X,X,X,X,X
LOISJZT,X,X,X,X,X
LOISZTJ,X,X,X,X,X
LOISZJT,X,X,X,X,X
LOIZTJS,O,X,O,X,X
LOIZTSJ,X,X,O,X,X
LOIZJTS,X,X,O,X,X
LOIZJST,X,X,O,X,X
LOIZSTJ,X,X,O,X,X
LOIZSJT,O,X,O,X,X
LOJTISZ,X,X,X,X,X
LOJTIZS,X,X,O,X,X
LOJTSIZ,X,X,X,X,X
LOJTSZI,X,X,X,X,X
LOJTZIS,X,X,O,X,X
LOJTZSI,X,X,O,X,X
LOJITSZ,X,X,X,X,X
LOJITZS,X,X,O,X,X
LOJISTZ,X,X,X,X,X
LOJISZT,X,X,X,X,X
LOJIZTS,X,X,O,X,X
LOJIZST,X,X,O,X,X
LOJSTIZ,X,X,X,X,X
LOJSTZI,X,X,X,X,X
LOJSITZ,X,X,X,X,X
LOJSIZT,X,X,X,X,X
LOJSZTI,X,X,X,X,X
LOJSZIT,X,X,X,O,X
LOJZTIS,X,X,O,X,X
LOJZTSI,X,X,O,X,X
LOJZITS,X,X,O,X,X
LOJZIST,X,X,O,X,X
LOJZSTI,X,X,O,X,X
LOJZSIT,X,X,O,O,X
LOSTIJZ,X,X,X,X,X
LOSTIZJ,X,X,X,X,X
LOSTJIZ,X,X,X,X,X
LOSTJZI,X,X,X,X,X
LOSTZIJ,X,X,X,X,X
LOSTZJI,X,X,X,X,X
LOSITJZ,X,X,X,X,X
LOSITZJ,X,X,X,X,X
LOSIJTZ,X,X,X,X,X
LOSIJZT,X,X,X,X,X
LOSIZTJ,X,X,X,X,X
LOSIZJT,X,X,X,X,X
LOSJTIZ,X,X,X,X,X
LOSJTZI,X,X,X,X,X
LOSJITZ,X,X,X,X,X
LOSJIZT,X,X,X,X,X
LOSJZTI,X,X,X,X,X
LOSJZIT,O,X,X,O,X
LOSZTIJ,X,X,X,X,X
LOSZTJI,X,X,X,X,X
LOSZITJ,X,X,X,X,X
LOSZIJT,O,X,X,X,X
LOSZJTI,X,X,X,X,X
LOSZJIT,O,X,X,O,X
LOZTIJS,O,X,O,X,X
LOZTISJ,X,X,O,X,X
LOZTJIS,O,X,O,X,X
LOZTJSI,X,X,O,X,X
LOZTSIJ,X,X,O,X,X
LOZTSJI,X,X,X,X,X
LOZITJS,O,X,O,X,X
LOZITSJ,X,X,O,X,X
LOZIJTS,X,X,O,X,X
LOZIJST,X,X,O,X,X
LOZISTJ,X,X,O,X,X
LOZISJT,O,X,O,X,X
LOZJTIS,X,X,O,X,X
LOZJTSI,X,X,O,X,X
LOZJITS,X,X,O,X,X
LOZJIST,X,X,O,X,X
LOZJSTI,X,X,O,X,X
LOZJSIT,X,X,O,O,X
LOZSTIJ,X,X,O,X,X
LOZSTJI,X,X,X,X,X
LOZSITJ,X,X,O,X,X
LOZSIJT,O,X,O,X,X
LOZSJTI,X,X,O,X,X
LOZSJIT,O,X,O,O,X
JTILSZO,X,X,X,X,X
JTILSOZ,X,X,X,X,X
JTILZSO,X,X,X,X,X
JTILZOS,X,X,X,X,X
JTILOSZ,X,X,X,X,X
JTILOZS,X,X,X,X,X
JTISLZO,X,X,X,X,X
JTISLOZ,X,X,X,X,X
JTISZLO,X,X,X,X,X
JTISZOL,X,X,X,X,X
JTISOLZ,X,X,X,X,X
JTISOZL,X,X,X,X,X
JTIZLSO,X,X,X,X,X
JTIZLOS,X,X,X,X,X
JTIZSLO,X,X,X,X,X
JTIZSOL,X,X,X,X,O
JTIZOLS,X,X,X,X,X
JTIZOSL,X,X,X,X,O
JTIOLSZ,X,X,X,X,X
JTIOLZS,X,X,X,X,X
JTIOSLZ,X,X,X,X,X
JTIOSZL,X,X,X,X,X
JTIOZLS,X,X,X,X,X
JTIOZSL,X,X,X,X,O
JTLISZO,X,X,X,X,X
JTLISOZ,X,X,X,X,X
JTLIZSO,X,X,O,X,X
JTLIZOS,X,X,X,X,X
JTLIOSZ,X,X,X,X,X
JTLIOZS,X,X,X,X,X
JTLSIZO,X,X,X,X,X
JTLSIOZ,X,X,X,X,X
JTLSZIO,X,X,X,X,X
JTLSZOI,X,X,X,X,X
JTLSOIZ,X,X,X,X,X
JTLSOZI,X,X,X,X,X
JTLZISO,X,X,O,X,X
JTLZIOS,X,X,X,X,X
JTLZSIO,X,X,O,X,X
JTLZSOI,X,X,X,X,X
JTLZOIS,X,X,X,X,X
JTLZOSI,X,X,X,X,X
JTLOISZ,X,X,X,X,X
JTLOIZS,X,X,X,X,X
JTLOSIZ,X,X,X,X,X
JTLOSZI,X,X,X,X,X
JTLOZIS,X,X,X,X,X
JTLOZSI,X,X,X,X,X
JTSILZO,X,X,X,X,X
JTSILOZ,X,X,X,X,X
JTSIZLO,X,X,X,X,X
JTSIZOL,X,X,X,X,X
JTSIOLZ,X,X,X,X,X
JTSIOZL,X,X,X,X,X
JTSLIZO,X,X,X,X,X
JTSLIOZ,X,X,X,X,X
JTSLZIO,X,X,X,X,X
JTSLZOI,X,X,X,X,X
JTSLOIZ,X,X,X,X,X
JTSLOZI,X,X,X,X,X
JTSZILO,X,X,X,X,X
JTSZIOL,X,X,X,X,X
JTSZLIO,X,X,X,X,X
JTSZLOI,X,X,X,X,X
JTSZOIL,X,X,X,X,X
JTSZOLI,X,X,X,X,X
JTSOILZ,X,X,X,X,X
JTSOIZL,X,X,X,X,X
JTSOLIZ,X,X,X,X,X
JTSOLZI,X,X,X,X,X
JTSOZIL,X,X,X,X,X
JTSOZLI,X,X,X,X,X
JTZILSO,X,X,X,X,X
JTZILOS,X,X,X,X,X
JTZISLO,X,X,X,X,X
JTZISOL,X,X,X,X,X
JTZIOLS,X,X,X,X,X
JTZIOSL,X,X,X,X,X
JTZLISO,X,X,O,X,X
JTZLIOS,X,X,X,X,X
JTZLSIO,X,X,O,X,X
JTZLSOI,X,X,X,X,X
JTZLOIS,X,X,X,X,X
JTZLOSI,X,X,X,X,X
JTZSILO,X,X,X,X,X
JTZSIOL,X,X,X,X,X
JTZSLIO,X,X,O,X,X
JTZSLOI,X,X,X,X,X
JTZSOIL,X,X,X,X,X
JTZSOLI,X,X,X,X,X
JTZOILS,X,X,X,X,X
JTZOISL,X,X,X,X,X
JTZOLIS,X,X,X,X,X
JTZOLSI,X,X,X,X,X
JTZOSIL,X,X,X,X,X
JTZOSLI,X,X,X,X,X
JTOILSZ,X,X,X,X,X
JTOILZS,X,X,X,X,X
JTOISLZ,X,X,X,X,X
JTOISZL,X,X,X,X,X
JTOIZLS,X,X,X,X,X
JTOIZSL,X,X,X,X,X
JTOLISZ,X,X,X,X,X
JTOLIZS,X,X,X,X,X
JTOLSIZ,X,X,X,X,X
JTOLSZI,X,X,X,X,X
JTOLZIS,X,X,X,X,X
JTOLZSI,X,X,X,X,X
JTOSILZ,X,X,X,X,X
JTOSIZL,X,X,X,X,X
