sequence,v115@RhA8DeC8BeC8AeE8KeT/IvhFelBChBXiBdoB5oB8qB,v115@RhA8DeC8BeC8AeE8Kei/IvhF5lBNmBUiBGjBzkB/tB,v115@RhA8DeC8BeC8AeE8Ke/EJvhFNmBUiBaoB5oBTlBGqB
IJTSZOL,O,O,O
IJTSOLZ,O,O,O
IJTSOZL,O,O,O
IJTZLSO,O,O,O
IJTZLOS,O,X,O
IJTZSLO,O,O,O
IJTZSOL,O,O,O
IJTZOLS,O,O,O
IJTZOSL,O,O,O
IJTOLSZ,O,O,O
IJTOLZS,O,O,O
IJTOSLZ,O,O,O
IJTOSZL,O,O,O
IJTOZLS,O,O,O
IJTOZSL,O,O,O
IJLTSZO,O,O,O
IJLTSOZ,O,O,O
IJLTZSO,O,O,O
IJLTZOS,O,X,O
IJLTOSZ,O,X,O
IJLTOZS,O,X,O
IJLSTZO,X,O,O
IJLSTOZ,X,O,O
IJLSZTO,X,O,O
IJLSZOT,X,X,X
IJLSOTZ,X,O,O
IJLSOZT,X,X,X
IJLZTSO,O,X,O
IJLZTOS,O,X,O
IJLZSTO,O,X,O
IJLZSOT,O,X,X
IJLZOTS,O,X,X
IJLZOST,O,X,X
IJLOTSZ,O,X,O
IJLOTZS,O,X,O
IJLOSTZ,X,X,O
IJLOSZT,X,X,X
IJLOZTS,O,X,X
IJLOZST,O,X,X
IJSTLZO,O,O,O
IJSTLOZ,O,O,O
IJSTZLO,O,O,O
IJSTZOL,O,O,O
IJSTOLZ,O,O,O
IJSTOZL,O,O,O
IJSLTZO,X,O,O
IJSLTOZ,X,O,O
IJSLZTO,X,O,O
IJSLZOT,X,X,X
IJSLOTZ,X,O,O
IJSLOZT,X,O,X
IJSZTLO,O,O,O
IJSZTOL,O,O,O
IJSZLTO,O,O,O
IJSZLOT,O,X,X
IJSZOTL,O,O,X
IJSZOLT,O,O,X
IJSOTLZ,O,O,O
IJSOTZL,O,O,O
IJSOLTZ,X,O,O
IJSOLZT,X,O,X
IJSOZTL,O,O,X
IJSOZLT,O,O,X
IJZTLSO,O,X,O
IJZTLOS,O,X,O
IJZTSLO,O,X,O
IJZTSOL,O,X,O
IJZTOLS,O,X,O
IJZTOSL,O,X,O
IJZLTSO,O,X,O
IJZLTOS,O,X,O
IJZLSTO,O,X,O
IJZLSOT,O,X,X
IJZLOTS,O,X,X
IJZLOST,O,X,X
IJZSTLO,O,X,O
IJZSTOL,O,X,O
IJZSLTO,O,X,O
IJZSLOT,O,X,X
IJZSOTL,O,X,X
IJZSOLT,O,X,X
IJZOTLS,O,X,X
IJZOTSL,O,X,X
IJZOLTS,O,X,X
IJZOLST,O,X,X
IJZOSTL,O,X,X
IJZOSLT,O,X,X
IJOTLSZ,O,O,O
IJOTLZS,O,O,O
IJOTSLZ,O,O,O
IJOTSZL,O,O,O
IJOTZLS,O,O,O
IJOTZSL,O,O,O
IJOLTSZ,O,O,O
IJOLTZS,O,O,O
IJOLSTZ,X,O,O
IJOLSZT,X,O,X
IJOLZTS,O,X,X
IJOLZST,O,X,X
IJOSTLZ,O,O,O
IJOSTZL,O,O,O
IJOSLTZ,X,O,O
IJOSLZT,X,O,X
IJOSZTL,O,O,X
IJOSZLT,O,O,X
IJOZTLS,O,X,X
IJOZTSL,O,X,X
IJOZLTS,O,X,X
IJOZLST,O,X,X
IJOZSTL,O,X,X
IJOZSLT,O,X,X
ISTLJZO,O,O,O
ISTLJOZ,O,O,O
ISTLZJO,O,O,O
ISTLZOJ,O,O,O
ISTLOJZ,O,O,O
ISTLOZJ,O,O,O
ISTJLZO,O,O,O
ISTJLOZ,O,O,O
ISTJZLO,O,O,O
ISTJZOL,O,O,O
ISTJOLZ,O,O,O
ISTJOZL,O,O,O
ISTZLJO,O,O,O
ISTZLOJ,O,O,O
ISTZJLO,O,O,O
ISTZJOL,O,O,O
ISTZOLJ,O,O,O
ISTZOJL,O,O,O
ISTOLJZ,O,O,O
ISTOLZJ,O,O,O
ISTOJLZ,O,O,O
ISTOJZL,O,O,O
ISTOZLJ,O,O,O
ISTOZJL,O,O,O
ISLTJZO,X,O,O
ISLTJOZ,X,O,O
ISLTZJO,X,O,O
ISLTZOJ,X,O,O
ISLTOJZ,X,O,O
ISLTOZJ,X,O,O
ISLJTZO,X,O,O
ISLJTOZ,X,O,O
ISLJZTO,X,O,O
ISLJZOT,X,O,X
ISLJOTZ,X,O,O
ISLJOZT,X,O,X
ISLZTJO,X,O,O
ISLZTOJ,X,O,O
ISLZJTO,X,O,O
ISLZJOT,X,O,X
ISLZOTJ,X,O,O
ISLZOJT,X,O,X
ISLOTJZ,X,O,O
ISLOTZJ,X,O,O
ISLOJTZ,X,O,O
ISLOJZT,X,O,X
ISLOZTJ,X,O,O
ISLOZJT,X,O,X
ISJTLZO,O,O,O
ISJTLOZ,O,O,O
ISJTZLO,O,O,O
ISJTZOL,O,O,O
ISJTOLZ,O,O,O
ISJTOZL,O,O,O
ISJLTZO,X,O,O
ISJLTOZ,X,O,O
ISJLZTO,X,O,O
ISJLZOT,X,O,X
ISJLOTZ,X,O,O
ISJLOZT,X,O,X
ISJZTLO,O,O,O
ISJZTOL,O,O,O
ISJZLTO,O,O,O
ISJZLOT,O,O,X
ISJZOTL,O,O,X
ISJZOLT,O,O,X
ISJOTLZ,O,O,O
ISJOTZL,O,O,O
ISJOLTZ,X,O,O
ISJOLZT,X,O,X
ISJOZTL,O,O,X
ISJOZLT,O,O,X
ISZTLJO,O,O,O
ISZTLOJ,O,O,O
ISZTJLO,O,O,O
ISZTJOL,O,O,O
ISZTOLJ,O,O,O
ISZTOJL,O,O,O
ISZLTJO,O,O,O
ISZLTOJ,O,O,O
ISZLJTO,O,O,O
ISZLJOT,O,O,X
ISZLOTJ,X,O,O
ISZLOJT,X,O,X
ISZJTLO,O,O,O
ISZJTOL,O,O,O
ISZJLTO,O,O,O
ISZJLOT,O,O,X
ISZJOTL,O,O,X
ISZJOLT,O,O,X
ISZOTLJ,O,O,O
ISZOTJL,O,O,O
ISZOLTJ,X,O,O
ISZOLJT,X,O,X
ISZOJTL,O,O,X
ISZOJLT,O,O,X
ISOTLJZ,O,O,O
ISOTLZJ,O,O,O
ISOTJLZ,O,O,O
ISOTJZL,O,O,O
ISOTZLJ,O,O,O
ISOTZJL,O,O,O
ISOLTJZ,X,O,O
ISOLTZJ,X,O,O
ISOLJTZ,X,O,O
ISOLJZT,X,O,X
ISOLZTJ,X,O,O
ISOLZJT,X,O,X
ISOJTLZ,O,O,O
ISOJTZL,O,O,O
ISOJLTZ,X,O,O
ISOJLZT,X,O,X
ISOJZTL,O,O,X
ISOJZLT,O,O,X
ISOZTLJ,O,O,O
ISOZTJL,O,O,O
ISOZLTJ,X,O,O
ISOZLJT,X,O,X
ISOZJTL,O,O,X
ISOZJLT,O,O,X
IZTLJSO,O,O,O
IZTLJOS,O,X,O
IZTLSJO,O,O,O
IZTLSOJ,O,O,O
IZTLOJS,O,O,O
IZTLOSJ,O,O,O
IZTJLSO,O,O,O
IZTJLOS,O,X,O
IZTJSLO,O,O,O
IZTJSOL,O,O,O
IZTJOLS,O,O,O
IZTJOSL,O,O,O
IZTSLJO,O,O,O
IZTSLOJ,O,O,O
IZTSJLO,O,O,O
IZTSJOL,O,O,O
IZTSOLJ,O,O,O
IZTSOJL,O,O,O
IZTOLJS,O,O,O
IZTOLSJ,O,O,O
IZTOJLS,O,O,O
IZTOJSL,O,O,O
IZTOSLJ,O,O,O
IZTOSJL,O,O,O
IZLTJSO,O,O,O
IZLTJOS,O,X,O
IZLTSJO,O,O,O
IZLTSOJ,O,O,O
IZLTOJS,O,X,O
IZLTOSJ,O,O,O
IZLJTSO,O,X,O
IZLJTOS,O,X,O
IZLJSTO,O,X,O
IZLJSOT,O,X,X
IZLJOTS,O,X,X
IZLJOST,O,X,X
IZLSTJO,O,O,O
IZLSTOJ,O,O,O
IZLSJTO,O,O,O
IZLSJOT,O,O,X
IZLSOTJ,X,O,O
IZLSOJT,X,O,X
IZLOTJS,O,O,O
IZLOTSJ,O,O,O
IZLOJTS,O,X,X
IZLOJST,O,X,X
IZLOSTJ,X,O,O
IZLOSJT,X,O,X
IZJTLSO,O,X,O
IZJTLOS,O,X,O
IZJTSLO,O,X,O
IZJTSOL,O,X,O
IZJTOLS,O,X,O
IZJTOSL,O,X,O
IZJLTSO,O,X,O
IZJLTOS,O,X,O
IZJLSTO,O,X,O
IZJLSOT,O,X,X
IZJLOTS,O,X,X
IZJLOST,O,X,X
IZJSTLO,O,X,O
IZJSTOL,O,X,O
IZJSLTO,O,X,O
IZJSLOT,O,X,X
IZJSOTL,O,X,X
IZJSOLT,O,X,X
IZJOTLS,O,X,X
IZJOTSL,O,X,X
IZJOLTS,O,X,X
IZJOLST,O,X,X
IZJOSTL,O,X,X
IZJOSLT,O,X,X
IZSTLJO,O,O,O
IZSTLOJ,O,O,O
IZSTJLO,O,O,O
IZSTJOL,O,O,O
IZSTOLJ,O,O,O
IZSTOJL,O,O,O
IZSLTJO,O,O,O
IZSLTOJ,O,O,O
IZSLJTO,O,O,O
IZSLJOT,O,O,X
IZSLOTJ,X,O,O
IZSLOJT,X,O,X
IZSJTLO,O,O,O
IZSJTOL,O,O,O
IZSJLTO,O,O,O
IZSJLOT,O,O,X
IZSJOTL,O,O,X
IZSJOLT,O,O,X
IZSOTLJ,O,O,O
IZSOTJL,O,O,O
IZSOLTJ,X,O,O
IZSOLJT,X,O,X
IZSOJTL,O,O,X
IZSOJLT,O,O,X
IZOTLJS,O,O,O
IZOTLSJ,O,O,O
IZOTJLS,O,O,O
IZOTJSL,O,O,O
IZOTSLJ,O,O,O
IZOTSJL,O,O,O
IZOLTJS,O,O,O
IZOLTSJ,O,O,O
IZOLJTS,O,X,X
IZOLJST,O,X,X
IZOLSTJ,X,O,O
IZOLSJT,X,O,X
IZOJTLS,O,X,X
IZOJTSL,O,X,X
IZOJLTS,O,X,X
IZOJLST,O,X,X
IZOJSTL,O,X,X
IZOJSLT,O,X,X
IZOSTLJ,O,O,O
IZOSTJL,O,O,O
IZOSLTJ,X,O,O
IZOSLJT,X,O,X
IZOSJTL,O,O,X
IZOSJLT,O,O,X
IOTLJSZ,O,O,O
IOTLJZS,O,O,O
IOTLSJZ,O,O,O
IOTLSZJ,O,O,O
IOTLZJS,O,O,O
IOTLZSJ,O,O,O
IOTJLSZ,O,O,O
IOTJLZS,O,O,O
IOTJSLZ,O,O,O
IOTJSZL,O,O,O
IOTJZLS,O,O,O
IOTJZSL,O,O,O
IOTSLJZ,O,O,O
IOTSLZJ,O,O,O
IOTSJLZ,O,O,O
IOTSJZL,O,O,O
IOTSZLJ,O,O,O
IOTSZJL,O,O,O
IOTZLJS,O,O,O
IOTZLSJ,O,O,O
IOTZJLS,O,O,O
IOTZJSL,O,O,O
IOTZSLJ,O,O,O
IOTZSJL,O,O,O
IOLTJSZ,O,O,O
IOLTJZS,O,O,O
IOLTSJZ,O,O,O
IOLTSZJ,O,O,O
IOLTZJS,O,O,O
IOLTZSJ,O,O,O
IOLJTSZ,O,O,O
IOLJTZS,O,O,O
IOLJSTZ,X,O,O
IOLJSZT,X,O,X
IOLJZTS,O,X,X
IOLJZST,O,X,X
IOLSTJZ,X,O,O
IOLSTZJ,X,O,O
IOLSJTZ,X,O,O
IOLSJZT,X,O,X
IOLSZTJ,X,O,O
IOLSZJT,X,O,X
IOLZTJS,O,O,O
IOLZTSJ,O,O,O
IOLZJTS,O,X,X
IOLZJST,O,X,X
IOLZSTJ,X,O,O
IOLZSJT,X,O,X
IOJTLSZ,O,O,O
IOJTLZS,O,O,O
IOJTSLZ,O,O,O
IOJTSZL,O,O,O
IOJTZLS,O,O,O
IOJTZSL,O,O,O
IOJLTSZ,O,O,O
IOJLTZS,O,O,O
IOJLSTZ,X,O,O
IOJLSZT,X,O,X
IOJLZTS,O,X,X
IOJLZST,O,X,X
IOJSTLZ,O,O,O
IOJSTZL,O,O,O
IOJSLTZ,X,O,O
IOJSLZT,X,O,X
IOJSZTL,O,O,X
IOJSZLT,O,O,X
IOJZTLS,O,X,X
IOJZTSL,O,X,X
IOJZLTS,O,X,X
IOJZLST,O,X,X
IOJZSTL,O,X,X
IOJZSLT,O,X,X
IOSTLJZ,O,O,O
IOSTLZJ,O,O,O
IOSTJLZ,O,O,O
IOSTJZL,O,O,O
IOSTZLJ,O,O,O
IOSTZJL,O,O,O
IOSLTJZ,X,O,O
IOSLTZJ,X,O,O
IOSLJTZ,X,O,O
IOSLJZT,X,O,X
IOSLZTJ,X,O,O
IOSLZJT,X,O,X
IOSJTLZ,O,O,O
IOSJTZL,O,O,O
IOSJLTZ,X,O,O
IOSJLZT,X,O,X
IOSJZTL,O,O,X
IOSJZLT,O,O,X
IOSZTLJ,O,O,O
IOSZTJL,O,O,O
IOSZLTJ,X,O,O
IOSZLJT,X,O,X
IOSZJTL,O,O,X
IOSZJLT,O,O,X
IOZTLJS,O,O,O
IOZTLSJ,O,O,O
IOZTJLS,O,O,O
IOZTJSL,O,O,O
IOZTSLJ,O,O,O
IOZTSJL,O,O,O
IOZLTJS,O,O,O
IOZLTSJ,O,O,O
IOZLJTS,O,X,X
IOZLJST,O,X,X
IOZLSTJ,X,O,O
IOZLSJT,X,O,X
IOZJTLS,O,X,X
IOZJTSL,O,X,X
IOZJLTS,O,X,X
IOZJLST,O,X,X
IOZJSTL,O,X,X
IOZJSLT,O,X,X
IOZSTLJ,O,O,O
IOZSTJL,O,O,O
IOZSLTJ,X,O,O
IOZSLJT,X,O,X
IOZSJTL,O,O,X
IOZSJLT,O,O,X
LTIJSZO,O,O,O
LTIJSOZ,O,O,O
LTIJZSO,O,O,O
LTIJZOS,O,X,O
LTIJOSZ,O,X,O
LTIJOZS,O,X,O
LTISJZO,O,O,O
LTISJOZ,O,O,O
LTISZJO,O,O,O
LTISZOJ,O,O,O
LTISOJZ,O,O,O
LTISOZJ,O,O,O
LTIZJSO,O,O,O
LTIZJOS,O,X,O
LTIZSJO,O,O,O
LTIZSOJ,O,O,O
LTIZOJS,O,O,O
LTIZOSJ,O,O,O
LTIOJSZ,O,O,O
LTIOJZS,O,O,O
LTIOSJZ,O,O,O
LTIOSZJ,O,O,O
LTIOZJS,O,O,O
LTIOZSJ,O,O,O
LTJISZO,O,O,O
LTJISOZ,O,O,O
LTJIZSO,O,O,O
LTJIZOS,O,X,O
LTJIOSZ,O,X,O
LTJIOZS,O,X,O
LTJSIZO,O,O,O
LTJSIOZ,O,O,O
LTJSZIO,O,O,O
LTJSZOI,O,O,O
LTJSOIZ,O,O,O
LTJSOZI,O,O,O
LTJZISO,O,O,O
LTJZIOS,O,X,O
LTJZSIO,O,O,O
LTJZSOI,O,O,O
LTJZOIS,O,X,O
LTJZOSI,O,X,O
LTJOISZ,O,X,O
LTJOIZS,O,X,O
LTJOSIZ,O,X,O
LTJOSZI,O,X,O
LTJOZIS,O,X,O
LTJOZSI,O,X,O
LTSIJZO,O,O,O
LTSIJOZ,O,O,O
LTSIZJO,O,O,O
LTSIZOJ,O,O,O
LTSIOJZ,O,O,O
LTSIOZJ,O,O,O
LTSJIZO,O,O,O
LTSJIOZ,O,O,O
LTSJZIO,O,O,O
LTSJZOI,O,O,O
LTSJOIZ,O,O,O
LTSJOZI,O,O,O
LTSZIJO,O,O,O
LTSZIOJ,O,O,O
LTSZJIO,O,O,O
LTSZJOI,O,O,O
LTSZOIJ,O,O,O
LTSZOJI,O,O,O
LTSOIJZ,O,O,O
LTSOIZJ,O,O,O
LTSOJIZ,O,O,O
LTSOJZI,O,O,O
LTSOZIJ,O,O,O
LTSOZJI,O,O,O
LTZIJSO,O,O,O
LTZIJOS,O,X,O
LTZISJO,O,O,O
LTZISOJ,O,O,O
LTZIOJS,O,O,O
LTZIOSJ,O,O,O
LTZJISO,O,O,O
LTZJIOS,O,X,O
LTZJSIO,O,O,O
LTZJSOI,O,O,O
LTZJOIS,O,X,O
LTZJOSI,O,X,O
LTZSIJO,O,O,O
LTZSIOJ,O,O,O
LTZSJIO,O,O,O
LTZSJOI,O,O,O
LTZSOIJ,O,O,O
LTZSOJI,O,O,O
LTZOIJS,O,O,O
LTZOISJ,O,O,O
LTZOJIS,O,O,O
LTZOJSI,O,O,O
LTZOSIJ,O,O,O
LTZOSJI,O,O,O
LTOIJSZ,O,O,O
LTOIJZS,O,O,O
LTOISJZ,O,O,O
LTOISZJ,O,O,O
LTOIZJS,O,O,O
LTOIZSJ,O,O,O
LTOJISZ,O,O,O
LTOJIZS,O,O,O
LTOJSIZ,O,O,O
LTOJSZI,O,O,O
LTOJZIS,O,O,O
LTOJZSI,O,O,O
LTOSIJZ,O,O,O
LTOSIZJ,O,O,O
LTOSJIZ,O,O,O
LTOSJZI,O,O,O
LTOSZIJ,O,O,O
LTOSZJI,O,O,O
LTOZIJS,O,O,O
LTOZISJ,O,O,O
LTOZJIS,O,O,O
LTOZJSI,O,O,O
LTOZSIJ,O,O,O
LTOZSJI,O,O,O
LITJSZO,O,O,O
LITJSOZ,O,O,O
LITJZSO,O,O,O
LITJZOS,O,X,O
LITJOSZ,O,X,O
LITJOZS,O,X,O
LITSJZO,O,O,O
LITSJOZ,O,O,O
LITSZJO,O,O,O
LITSZOJ,O,O,O
LITSOJZ,O,O,O
LITSOZJ,O,O,O
LITZJSO,O,O,O
LITZJOS,O,X,O
LITZSJO,O,O,O
LITZSOJ,O,O,O
LITZOJS,O,O,O
LITZOSJ,O,O,O
LITOJSZ,O,O,O
LITOJZS,O,O,O
LITOSJZ,O,O,O
LITOSZJ,O,O,O
LITOZJS,O,O,O
LITOZSJ,O,O,O
LIJTSZO,O,O,O
LIJTSOZ,O,O,O
LIJTZSO,O,O,O
LIJTZOS,O,X,O
LIJTOSZ,O,X,O
LIJTOZS,O,X,O
LIJSTZO,X,O,O
LIJSTOZ,X,O,O
LIJSZTO,X,O,O
LIJSZOT,X,X,X
LIJSOTZ,X,O,O
LIJSOZT,X,X,X
LIJZTSO,O,X,O
LIJZTOS,O,X,O
LIJZSTO,O,X,O
LIJZSOT,O,X,X
LIJZOTS,O,X,X
LIJZOST,O,X,X
LIJOTSZ,O,X,O
LIJOTZS,O,X,O
LIJOSTZ,X,X,O
LIJOSZT,X,X,X
LIJOZTS,O,X,X
LIJOZST,O,X,X
LISTJZO,X,O,O
LISTJOZ,X,O,O
LISTZJO,X,O,O
LISTZOJ,X,O,O
LISTOJZ,X,O,O
LISTOZJ,X,O,O
LISJTZO,X,O,O
LISJTOZ,X,O,O
LISJZTO,X,O,O
LISJZOT,X,O,X
LISJOTZ,X,O,O
LISJOZT,X,O,X
LISZTJO,X,O,O
LISZTOJ,X,O,O
LISZJTO,X,O,O
LISZJOT,X,O,X
LISZOTJ,X,O,O
LISZOJT,X,O,X
LISOTJZ,X,O,O
LISOTZJ,X,O,O
LISOJTZ,X,O,O
LISOJZT,X,O,X
LISOZTJ,X,O,O
LISOZJT,X,O,X
LIZTJSO,O,O,O
LIZTJOS,O,X,O
LIZTSJO,O,O,O
LIZTSOJ,O,O,O
LIZTOJS,O,X,O
LIZTOSJ,O,O,O
LIZJTSO,O,X,O
LIZJTOS,O,X,O
LIZJSTO,O,X,O
LIZJSOT,O,X,X
LIZJOTS,O,X,X
LIZJOST,O,X,X
LIZSTJO,O,O,O
LIZSTOJ,O,O,O
LIZSJTO,O,O,O
LIZSJOT,O,O,X
LIZSOTJ,X,O,O
LIZSOJT,X,O,X
LIZOTJS,O,O,O
LIZOTSJ,O,O,O
LIZOJTS,O,X,X
LIZOJST,O,X,X
LIZOSTJ,X,O,O
LIZOSJT,X,O,X
LIOTJSZ,O,O,O
LIOTJZS,O,O,O
LIOTSJZ,O,O,O
LIOTSZJ,O,O,O
LIOTZJS,O,O,O
LIOTZSJ,O,O,O
LIOJTSZ,O,O,O
LIOJTZS,O,O,O
LIOJSTZ,X,O,O
LIOJSZT,X,O,X
LIOJZTS,O,X,X
LIOJZST,O,X,X
LIOSTJZ,X,O,O
LIOSTZJ,X,O,O
LIOSJTZ,X,O,O
LIOSJZT,X,O,X
LIOSZTJ,X,O,O
LIOSZJT,X,O,X
LIOZTJS,O,O,O
LIOZTSJ,O,O,O
LIOZJTS,O,X,X
LIOZJST,O,X,X
LIOZSTJ,X,O,O
LIOZSJT,X,O,X
LJTISZO,O,O,O
LJTISOZ,O,O,O
LJTIZSO,O,O,O
LJTIZOS,O,X,O
LJTIOSZ,O,X,O
LJTIOZS,O,X,O
LJTSIZO,O,O,O
LJTSIOZ,O,O,O
LJTSZIO,O,O,O
LJTSZOI,O,O,O
LJTSOIZ,O,O,O
LJTSOZI,O,O,O
LJTZISO,O,O,O
LJTZIOS,O,X,O
LJTZSIO,O,O,O
LJTZSOI,O,O,O
LJTZOIS,O,X,O
LJTZOSI,O,X,O
LJTOISZ,O,X,O
LJTOIZS,O,X,O
LJTOSIZ,O,X,O
LJTOSZI,O,X,O
LJTOZIS,O,X,O
LJTOZSI,O,X,O
LJITSZO,O,O,O
LJITSOZ,O,O,O
LJITZSO,O,O,O
LJITZOS,O,X,O
LJITOSZ,O,X,O
LJITOZS,O,X,O
LJISTZO,X,O,O
LJISTOZ,X,O,O
LJISZTO,X,O,O
LJISZOT,X,X,X
LJISOTZ,X,O,O
LJISOZT,X,X,X
LJIZTSO,O,X,O
LJIZTOS,O,X,O
LJIZSTO,O,X,O
LJIZSOT,O,X,X
LJIZOTS,O,X,X
LJIZOST,O,X,X
LJIOTSZ,O,X,O
LJIOTZS,O,X,O
LJIOSTZ,X,X,O
LJIOSZT,X,X,X
LJIOZTS,O,X,X
LJIOZST,O,X,X
LJSTIZO,O,O,O
LJSTIOZ,O,O,O
LJSTZIO,O,O,O
LJSTZOI,O,O,O
LJSTOIZ,O,O,O
LJSTOZI,O,O,O
LJSITZO,X,O,O
LJSITOZ,X,O,O
LJSIZTO,X,O,O
LJSIZOT,X,O,X
LJSIOTZ,X,O,O
LJSIOZT,X,O,X
LJSZTIO,O,O,O
LJSZTOI,O,O,O
LJSZITO,O,O,O
LJSZIOT,O,O,X
LJSZOTI,O,O,X
LJSZOIT,O,O,X
LJSOTIZ,O,O,O
LJSOTZI,O,O,O
LJSOITZ,X,O,O
LJSOIZT,X,O,X
LJSOZTI,O,O,X
LJSOZIT,O,O,X
LJZTISO,O,O,O
LJZTIOS,O,X,O
LJZTSIO,O,O,O
LJZTSOI,O,O,O
LJZTOIS,O,X,O
LJZTOSI,O,X,O
LJZITSO,O,X,O
LJZITOS,O,X,O
LJZISTO,O,X,O
LJZISOT,O,X,X
LJZIOTS,O,X,X
LJZIOST,O,X,X
LJZSTIO,O,O,O
LJZSTOI,O,O,O
LJZSITO,O,O,O
LJZSIOT,O,O,X
LJZSOTI,O,O,X
LJZSOIT,O,O,X
LJZOTIS,O,O,X
LJZOTSI,O,O,X
LJZOITS,O,X,X
LJZOIST,O,X,X
LJZOSTI,O,O,X
LJZOSIT,O,O,X
LJOTISZ,O,O,O
LJOTIZS,O,O,O
LJOTSIZ,O,O,O
LJOTSZI,O,O,O
LJOTZIS,O,O,O
LJOTZSI,O,O,O
LJOITSZ,O,O,O
LJOITZS,O,O,O
LJOISTZ,X,O,O
LJOISZT,X,O,X
LJOIZTS,O,X,X
LJOIZST,O,X,X
LJOSTIZ,O,O,O
LJOSTZI,O,O,O
LJOSITZ,X,O,O
LJOSIZT,X,O,X
LJOSZTI,O,O,X
LJOSZIT,O,O,X
LJOZTIS,O,O,X
LJOZTSI,O,O,X
LJOZITS,O,X,X
LJOZIST,O,X,X
LJOZSTI,O,O,X
LJOZSIT,O,O,X
LSTIJZO,O,O,O
LSTIJOZ,O,O,O
LSTIZJO,O,O,O
LSTIZOJ,O,O,O
LSTIOJZ,O,O,O
LSTIOZJ,O,O,O
LSTJIZO,O,O,O
LSTJIOZ,O,O,O
LSTJZIO,O,O,O
LSTJZOI,O,O,O
LSTJOIZ,O,O,O
LSTJOZI,O,O,O
LSTZIJO,O,O,O
LSTZIOJ,O,O,O
LSTZJIO,O,O,O
LSTZJOI,O,O,O
LSTZOIJ,O,O,O
LSTZOJI,O,O,O
LSTOIJZ,O,O,O
LSTOIZJ,O,O,O
LSTOJIZ,O,O,O
LSTOJZI,O,O,O
LSTOZIJ,O,O,O
LSTOZJI,O,O,O
LSITJZO,X,O,O
LSITJOZ,X,O,O
LSITZJO,X,O,O
LSITZOJ,X,O,O
LSITOJZ,X,O,O
LSITOZJ,X,O,O
LSIJTZO,X,O,O
LSIJTOZ,X,O,O
LSIJZTO,X,O,O
LSIJZOT,X,O,X
LSIJOTZ,X,O,O
LSIJOZT,X,O,X
LSIZTJO,X,O,O
LSIZTOJ,X,O,O
LSIZJTO,X,O,O
LSIZJOT,X,O,X
LSIZOTJ,X,O,O
LSIZOJT,X,O,X
LSIOTJZ,X,O,O
LSIOTZJ,X,O,O
LSIOJTZ,X,O,O
LSIOJZT,X,O,X
LSIOZTJ,X,O,O
LSIOZJT,X,O,X
LSJTIZO,O,O,O
LSJTIOZ,O,O,O
LSJTZIO,O,O,O
LSJTZOI,O,O,O
LSJTOIZ,O,O,O
LSJTOZI,O,O,O
LSJITZO,X,O,O
LSJITOZ,X,O,O
LSJIZTO,X,O,O
LSJIZOT,X,O,X
LSJIOTZ,X,O,O
LSJIOZT,X,O,X
LSJZTIO,O,O,O
LSJZTOI,O,O,O
LSJZITO,O,O,O
LSJZIOT,O,O,X
LSJZOTI,O,O,X
LSJZOIT,O,O,X
LSJOTIZ,O,O,O
LSJOTZI,O,O,O
LSJOITZ,X,O,O
LSJOIZT,X,O,X
LSJOZTI,O,O,X
LSJOZIT,O,O,X
LSZTIJO,O,O,O
LSZTIOJ,O,O,O
LSZTJIO,O,O,O
LSZTJOI,O,O,O
LSZTOIJ,O,O,O
LSZTOJI,O,O,O
LSZITJO,O,O,O
LSZITOJ,O,O,O
LSZIJTO,O,O,O
LSZIJOT,O,O,X
LSZIOTJ,X,O,O
LSZIOJT,X,O,X
LSZJTIO,O,O,O
LSZJTOI,O,O,O
LSZJITO,O,O,O
LSZJIOT,O,O,X
LSZJOTI,O,O,X
LSZJOIT,O,O,X
LSZOTIJ,O,O,O
LSZOTJI,O,O,O
LSZOITJ,X,O,O
LSZOIJT,X,O,X
LSZOJTI,O,O,X
LSZOJIT,O,O,X
LSOTIJZ,O,O,O
LSOTIZJ,O,O,O
LSOTJIZ,O,O,O
LSOTJZI,O,O,O
LSOTZIJ,O,O,O
LSOTZJI,O,O,O
LSOITJZ,X,O,O
LSOITZJ,X,O,O
LSOIJTZ,X,O,O
LSOIJZT,X,O,X
LSOIZTJ,X,O,O
LSOIZJT,X,O,X
LSOJTIZ,O,O,O
LSOJTZI,O,O,O
LSOJITZ,X,O,O
LSOJIZT,X,O,X
LSOJZTI,O,O,X
LSOJZIT,O,O,X
LSOZTIJ,O,O,O
LSOZTJI,O,O,O
LSOZITJ,X,O,O
LSOZIJT,X,O,X
LSOZJTI,O,O,X
LSOZJIT,O,O,X
LZTIJSO,O,O,O
LZTIJOS,O,X,O
LZTISJO,O,O,O
LZTISOJ,O,O,O
LZTIOJS,O,O,O
LZTIOSJ,O,O,O
LZTJISO,O,O,O
LZTJIOS,O,X,O
LZTJSIO,O,O,O
LZTJSOI,O,O,O
LZTJOIS,O,X,O
LZTJOSI,O,X,O
LZTSIJO,O,O,O
LZTSIOJ,O,O,O
LZTSJIO,O,O,O
LZTSJOI,O,O,O
LZTSOIJ,O,O,O
LZTSOJI,O,O,O
LZTOIJS,O,O,O
LZTOISJ,O,O,O
LZTOJIS,O,O,O
LZTOJSI,O,O,O
LZTOSIJ,O,O,O
LZTOSJI,O,O,O
LZITJSO,O,O,O
LZITJOS,O,X,O
LZITSJO,O,O,O
