sequence,v115@LhA8IeB8DeI8KeOEJvhF6lBxhBXjBzkBUnB9tB,v115@LhA8IeB8DeI8KeOEJvhF6lB0hBxiBzkB3nB9tB,v115@LhA8IeB8DeI8KeKEJvhFzfB+lBxhBXjBUnB9tB
IJTSOZL,O,O,X
IJTZLSO,O,O,O
IJTZLOS,O,O,O
IJTZSLO,O,O,O
IJTZSOL,O,O,O
IJTZOLS,O,O,O
IJTZOSL,O,O,O
IJTOLSZ,O,O,O
IJTOLZS,O,O,O
IJTOSLZ,O,O,O
IJTOSZL,O,O,X
IJTOZLS,O,O,X
IJTOZSL,O,O,X
IJLTSZO,O,O,O
IJLTSOZ,O,O,O
IJLTZSO,O,O,O
IJLTZOS,O,O,O
IJLTOSZ,O,X,O
IJLTOZS,O,O,O
IJLSTZO,O,X,O
IJLSTOZ,O,X,O
IJLSZTO,O,X,O
IJLSZOT,X,X,O
IJLSOTZ,X,X,O
IJLSOZT,X,X,O
IJLZTSO,O,O,O
IJLZTOS,O,O,O
IJLZSTO,O,O,O
IJLZSOT,X,O,O
IJLZOTS,O,O,O
IJLZOST,O,O,O
IJLOTSZ,O,X,O
IJLOTZS,O,X,O
IJLOSTZ,O,X,O
IJLOSZT,O,X,O
IJLOZTS,O,X,O
IJLOZST,O,X,O
IJSTLZO,O,X,O
IJSTLOZ,O,X,O
IJSTZLO,O,X,O
IJSTZOL,O,X,X
IJSTOLZ,O,X,O
IJSTOZL,O,X,X
IJSLTZO,O,X,O
IJSLTOZ,O,X,O
IJSLZTO,O,X,O
IJSLZOT,X,X,O
IJSLOTZ,X,X,O
IJSLOZT,X,X,O
IJSZTLO,O,X,O
IJSZTOL,O,X,O
IJSZLTO,O,X,O
IJSZLOT,X,X,O
IJSZOTL,O,X,X
IJSZOLT,O,X,X
IJSOTLZ,O,X,X
IJSOTZL,O,X,X
IJSOLTZ,O,X,X
IJSOLZT,O,X,X
IJSOZTL,O,X,X
IJSOZLT,O,X,X
IJZTLSO,O,O,O
IJZTLOS,O,O,O
IJZTSLO,O,O,O
IJZTSOL,O,O,O
IJZTOLS,O,O,O
IJZTOSL,O,O,O
IJZLTSO,O,O,O
IJZLTOS,O,O,O
IJZLSTO,O,O,O
IJZLSOT,X,O,O
IJZLOTS,O,O,O
IJZLOST,O,O,O
IJZSTLO,O,X,O
IJZSTOL,O,X,O
IJZSLTO,O,O,O
IJZSLOT,X,O,O
IJZSOTL,O,X,X
IJZSOLT,O,O,X
IJZOTLS,O,O,O
IJZOTSL,O,O,O
IJZOLTS,O,O,O
IJZOLST,O,O,O
IJZOSTL,O,X,X
IJZOSLT,O,O,X
IJOTLSZ,O,O,O
IJOTLZS,O,O,O
IJOTSLZ,O,O,O
IJOTSZL,O,O,X
IJOTZLS,O,O,X
IJOTZSL,O,O,X
IJOLTSZ,O,O,O
IJOLTZS,O,O,O
IJOLSTZ,O,X,O
IJOLSZT,O,X,O
IJOLZTS,O,O,O
IJOLZST,O,O,O
IJOSTLZ,O,X,X
IJOSTZL,O,X,X
IJOSLTZ,O,X,X
IJOSLZT,O,X,X
IJOSZTL,O,X,X
IJOSZLT,O,X,X
IJOZTLS,O,O,O
IJOZTSL,O,O,O
IJOZLTS,O,O,O
IJOZLST,O,O,O
IJOZSTL,O,X,X
IJOZSLT,O,O,X
ISTLJZO,O,X,O
ISTLJOZ,O,X,O
ISTLZJO,O,X,O
ISTLZOJ,O,X,X
ISTLOJZ,O,X,O
ISTLOZJ,O,X,X
ISTJLZO,O,X,O
ISTJLOZ,O,X,O
ISTJZLO,O,X,O
ISTJZOL,O,X,X
ISTJOLZ,O,X,O
ISTJOZL,O,X,X
ISTZLJO,O,X,O
ISTZLOJ,O,X,X
ISTZJLO,O,X,O
ISTZJOL,O,X,X
ISTZOLJ,O,X,X
ISTZOJL,O,X,X
ISTOLJZ,O,X,O
ISTOLZJ,O,X,X
ISTOJLZ,O,X,O
ISTOJZL,O,X,X
ISTOZLJ,O,X,X
ISTOZJL,O,X,X
ISLTJZO,O,X,O
ISLTJOZ,O,X,O
ISLTZJO,O,X,O
ISLTZOJ,O,X,X
ISLTOJZ,O,X,O
ISLTOZJ,O,X,X
ISLJTZO,O,X,O
ISLJTOZ,O,X,O
ISLJZTO,O,X,O
ISLJZOT,X,X,O
ISLJOTZ,X,X,O
ISLJOZT,X,X,O
ISLZTJO,O,X,O
ISLZTOJ,O,X,O
ISLZJTO,O,X,O
ISLZJOT,X,X,O
ISLZOTJ,O,X,X
ISLZOJT,O,X,X
ISLOTJZ,O,X,X
ISLOTZJ,O,X,X
ISLOJTZ,O,X,X
ISLOJZT,O,X,X
ISLOZTJ,O,X,X
ISLOZJT,O,X,X
ISJTLZO,O,X,O
ISJTLOZ,O,X,O
ISJTZLO,O,X,O
ISJTZOL,O,X,X
ISJTOLZ,O,X,O
ISJTOZL,O,X,X
ISJLTZO,O,X,O
ISJLTOZ,O,X,O
ISJLZTO,O,X,O
ISJLZOT,X,X,O
ISJLOTZ,X,X,O
ISJLOZT,X,X,O
ISJZTLO,O,X,O
ISJZTOL,O,X,O
ISJZLTO,O,X,O
ISJZLOT,X,X,O
ISJZOTL,O,X,X
ISJZOLT,O,X,X
ISJOTLZ,O,X,X
ISJOTZL,O,X,X
ISJOLTZ,O,X,X
ISJOLZT,O,X,X
ISJOZTL,O,X,X
ISJOZLT,O,X,X
ISZTLJO,O,X,O
ISZTLOJ,O,X,O
ISZTJLO,O,X,O
ISZTJOL,O,X,O
ISZTOLJ,O,X,O
ISZTOJL,O,X,O
ISZLTJO,O,X,O
ISZLTOJ,O,X,O
ISZLJTO,O,X,O
ISZLJOT,X,X,O
ISZLOTJ,O,X,X
ISZLOJT,O,X,X
ISZJTLO,O,X,O
ISZJTOL,O,X,O
ISZJLTO,O,X,O
ISZJLOT,X,X,O
ISZJOTL,O,X,X
ISZJOLT,O,X,X
ISZOTLJ,O,X,X
ISZOTJL,O,X,X
ISZOLTJ,O,X,X
ISZOLJT,O,X,X
ISZOJTL,O,X,X
ISZOJLT,O,X,X
ISOTLJZ,O,X,X
ISOTLZJ,O,X,X
ISOTJLZ,O,X,X
ISOTJZL,O,X,X
ISOTZLJ,O,X,X
ISOTZJL,O,X,X
ISOLTJZ,O,X,X
ISOLTZJ,O,X,X
ISOLJTZ,O,X,X
ISOLJZT,O,X,X
ISOLZTJ,O,X,X
ISOLZJT,O,X,X
ISOJTLZ,O,X,X
ISOJTZL,O,X,X
ISOJLTZ,O,X,X
ISOJLZT,O,X,X
ISOJZTL,O,X,X
ISOJZLT,O,X,X
ISOZTLJ,O,X,X
ISOZTJL,O,X,X
ISOZLTJ,O,X,X
ISOZLJT,O,X,X
ISOZJTL,O,X,X
ISOZJLT,O,X,X
IZTLJSO,O,O,O
IZTLJOS,O,O,O
IZTLSJO,O,O,O
IZTLSOJ,O,O,O
IZTLOJS,O,O,O
IZTLOSJ,O,O,O
IZTJLSO,O,O,O
IZTJLOS,O,O,O
IZTJSLO,O,O,O
IZTJSOL,O,O,O
IZTJOLS,O,O,O
IZTJOSL,O,O,O
IZTSLJO,O,O,O
IZTSLOJ,O,O,O
IZTSJLO,O,O,O
IZTSJOL,O,O,O
IZTSOLJ,O,O,O
IZTSOJL,O,O,O
IZTOLJS,O,O,O
IZTOLSJ,O,O,O
IZTOJLS,O,O,O
IZTOJSL,O,O,O
IZTOSLJ,O,O,O
IZTOSJL,O,O,O
IZLTJSO,O,O,O
IZLTJOS,O,O,O
IZLTSJO,O,O,O
IZLTSOJ,O,O,O
IZLTOJS,O,O,O
IZLTOSJ,O,O,O
IZLJTSO,O,O,O
IZLJTOS,O,O,O
IZLJSTO,O,O,O
IZLJSOT,X,O,O
IZLJOTS,O,O,O
IZLJOST,O,O,O
IZLSTJO,O,X,O
IZLSTOJ,O,X,O
IZLSJTO,O,O,O
IZLSJOT,X,O,O
IZLSOTJ,O,X,X
IZLSOJT,O,O,X
IZLOTJS,O,O,O
IZLOTSJ,O,O,O
IZLOJTS,O,O,O
IZLOJST,O,O,O
IZLOSTJ,O,X,X
IZLOSJT,O,O,X
IZJTLSO,O,O,O
IZJTLOS,O,O,O
IZJTSLO,O,O,O
IZJTSOL,O,O,O
IZJTOLS,O,O,O
IZJTOSL,O,O,O
IZJLTSO,O,O,O
IZJLTOS,O,O,O
IZJLSTO,O,O,O
IZJLSOT,X,O,O
IZJLOTS,O,O,O
IZJLOST,O,O,O
IZJSTLO,O,X,O
IZJSTOL,O,X,O
IZJSLTO,O,O,O
IZJSLOT,X,O,O
IZJSOTL,O,X,X
IZJSOLT,O,O,X
IZJOTLS,O,O,O
IZJOTSL,O,O,O
IZJOLTS,O,O,O
IZJOLST,O,O,O
IZJOSTL,O,X,X
IZJOSLT,O,O,X
IZSTLJO,O,X,O
IZSTLOJ,O,X,O
IZSTJLO,O,X,O
IZSTJOL,O,X,O
IZSTOLJ,O,X,O
IZSTOJL,O,X,O
IZSLTJO,O,X,O
IZSLTOJ,O,X,O
IZSLJTO,O,O,O
IZSLJOT,X,O,O
IZSLOTJ,O,X,X
IZSLOJT,O,O,X
IZSJTLO,O,X,O
IZSJTOL,O,X,O
IZSJLTO,O,O,O
IZSJLOT,X,O,O
IZSJOTL,O,X,X
IZSJOLT,O,O,X
IZSOTLJ,O,X,X
IZSOTJL,O,X,X
IZSOLTJ,O,X,X
IZSOLJT,O,O,X
IZSOJTL,O,X,X
IZSOJLT,O,O,X
IZOTLJS,O,O,O
IZOTLSJ,O,O,O
IZOTJLS,O,O,O
IZOTJSL,O,O,O
IZOTSLJ,O,O,O
IZOTSJL,O,O,O
IZOLTJS,O,O,O
IZOLTSJ,O,O,O
IZOLJTS,O,O,O
IZOLJST,O,O,O
IZOLSTJ,O,X,X
IZOLSJT,O,O,X
IZOJTLS,O,O,O
IZOJTSL,O,O,O
IZOJLTS,O,O,O
IZOJLST,O,O,O
IZOJSTL,O,X,X
IZOJSLT,O,O,X
IZOSTLJ,O,X,X
IZOSTJL,O,X,X
IZOSLTJ,O,X,X
IZOSLJT,O,O,X
IZOSJTL,O,X,X
IZOSJLT,O,O,X
IOTLJSZ,O,O,O
IOTLJZS,O,O,O
IOTLSJZ,O,O,O
IOTLSZJ,O,O,X
IOTLZJS,O,O,X
IOTLZSJ,O,O,X
IOTJLSZ,O,O,O
IOTJLZS,O,O,O
IOTJSLZ,O,O,O
IOTJSZL,O,O,X
IOTJZLS,O,O,X
IOTJZSL,O,O,X
IOTSLJZ,O,O,O
IOTSLZJ,O,O,X
IOTSJLZ,O,O,O
IOTSJZL,O,O,X
IOTSZLJ,O,O,X
IOTSZJL,O,O,X
IOTZLJS,O,O,X
IOTZLSJ,O,O,X
IOTZJLS,O,O,X
IOTZJSL,O,O,X
IOTZSLJ,O,O,X
IOTZSJL,O,O,X
IOLTJSZ,O,O,O
IOLTJZS,O,O,O
IOLTSJZ,O,O,O
IOLTSZJ,O,O,X
IOLTZJS,O,O,X
IOLTZSJ,O,O,X
IOLJTSZ,O,O,O
IOLJTZS,O,O,O
IOLJSTZ,O,X,O
IOLJSZT,O,X,O
IOLJZTS,O,O,O
IOLJZST,O,O,O
IOLSTJZ,O,X,X
IOLSTZJ,O,X,X
IOLSJTZ,O,X,X
IOLSJZT,O,X,X
IOLSZTJ,O,X,X
IOLSZJT,O,X,X
IOLZTJS,O,O,O
IOLZTSJ,O,O,O
IOLZJTS,O,O,O
IOLZJST,O,O,O
IOLZSTJ,O,X,X
IOLZSJT,O,O,X
IOJTLSZ,O,O,O
IOJTLZS,O,O,O
IOJTSLZ,O,O,O
IOJTSZL,O,O,X
IOJTZLS,O,O,X
IOJTZSL,O,O,X
IOJLTSZ,O,O,O
IOJLTZS,O,O,O
IOJLSTZ,O,X,O
IOJLSZT,O,X,O
IOJLZTS,O,O,O
IOJLZST,O,O,O
IOJSTLZ,O,X,X
IOJSTZL,O,X,X
IOJSLTZ,O,X,X
IOJSLZT,O,X,X
IOJSZTL,O,X,X
IOJSZLT,O,X,X
IOJZTLS,O,O,O
IOJZTSL,O,O,O
IOJZLTS,O,O,O
IOJZLST,O,O,O
IOJZSTL,O,X,X
IOJZSLT,O,O,X
IOSTLJZ,O,X,X
IOSTLZJ,O,X,X
IOSTJLZ,O,X,X
IOSTJZL,O,X,X
IOSTZLJ,O,X,X
IOSTZJL,O,X,X
IOSLTJZ,O,X,X
IOSLTZJ,O,X,X
IOSLJTZ,O,X,X
IOSLJZT,O,X,X
IOSLZTJ,O,X,X
IOSLZJT,O,X,X
IOSJTLZ,O,X,X
IOSJTZL,O,X,X
IOSJLTZ,O,X,X
IOSJLZT,O,X,X
IOSJZTL,O,X,X
IOSJZLT,O,X,X
IOSZTLJ,O,X,X
IOSZTJL,O,X,X
IOSZLTJ,O,X,X
IOSZLJT,O,X,X
IOSZJTL,O,X,X
IOSZJLT,O,X,X
IOZTLJS,O,O,O
IOZTLSJ,O,O,O
IOZTJLS,O,O,O
IOZTJSL,O,O,O
IOZTSLJ,O,O,O
IOZTSJL,O,O,O
IOZLTJS,O,O,O
IOZLTSJ,O,O,O
IOZLJTS,O,O,O
IOZLJST,O,O,O
IOZLSTJ,O,X,X
IOZLSJT,O,O,X
IOZJTLS,O,O,O
IOZJTSL,O,O,O
IOZJLTS,O,O,O
IOZJLST,O,O,O
IOZJSTL,O,X,X
IOZJSLT,O,O,X
IOZSTLJ,O,X,X
IOZSTJL,O,X,X
IOZSLTJ,O,X,X
IOZSLJT,O,O,X
IOZSJTL,O,X,X
IOZSJLT,O,O,X
LTIJSZO,O,O,O
LTIJSOZ,O,O,O
LTIJZSO,O,O,O
LTIJZOS,O,O,O
LTIJOSZ,O,O,O
LTIJOZS,O,O,O
LTISJZO,O,O,O
LTISJOZ,O,O,O
LTISZJO,O,O,O
LTISZOJ,O,O,O
LTISOJZ,O,O,O
LTISOZJ,O,O,O
LTIZJSO,O,O,O
LTIZJOS,O,O,O
LTIZSJO,O,O,O
LTIZSOJ,O,O,O
LTIZOJS,O,O,O
LTIZOSJ,O,O,O
LTIOJSZ,O,O,O
LTIOJZS,O,O,O
LTIOSJZ,O,O,O
LTIOSZJ,O,O,O
LTIOZJS,O,O,O
LTIOZSJ,O,O,O
LTJISZO,O,O,O
LTJISOZ,O,O,O
LTJIZSO,O,O,O
LTJIZOS,O,O,O
LTJIOSZ,O,O,O
LTJIOZS,O,O,O
LTJSIZO,O,O,O
LTJSIOZ,O,O,O
LTJSZIO,O,O,O
LTJSZOI,O,O,O
LTJSOIZ,O,O,O
LTJSOZI,O,O,O
LTJZISO,O,O,O
LTJZIOS,O,O,O
LTJZSIO,O,O,O
LTJZSOI,O,O,O
LTJZOIS,O,O,O
LTJZOSI,O,O,O
LTJOISZ,O,O,O
LTJOIZS,O,O,O
LTJOSIZ,O,O,O
LTJOSZI,O,O,O
LTJOZIS,O,O,O
LTJOZSI,O,O,O
LTSIJZO,O,O,O
LTSIJOZ,O,O,O
LTSIZJO,O,O,O
LTSIZOJ,O,O,O
LTSIOJZ,O,O,O
LTSIOZJ,O,O,O
LTSJIZO,O,O,O
LTSJIOZ,O,O,O
LTSJZIO,O,O,O
LTSJZOI,O,O,O
LTSJOIZ,O,O,O
LTSJOZI,O,O,O
LTSZIJO,O,O,O
LTSZIOJ,O,O,O
LTSZJIO,O,O,O
LTSZJOI,O,O,O
LTSZOIJ,O,O,O
LTSZOJI,O,O,O
LTSOIJZ,O,O,O
LTSOIZJ,O,O,O
LTSOJIZ,O,O,O
LTSOJZI,O,O,O
LTSOZIJ,O,O,O
LTSOZJI,O,O,O
LTZIJSO,O,O,O
LTZIJOS,O,O,O
LTZISJO,O,O,O
LTZISOJ,O,O,O
LTZIOJS,O,O,O
LTZIOSJ,O,O,O
LTZJISO,O,O,O
LTZJIOS,O,O,O
LTZJSIO,O,O,O
LTZJSOI,O,O,O
LTZJOIS,O,O,O
LTZJOSI,O,O,O
LTZSIJO,O,O,O
LTZSIOJ,O,O,O
LTZSJIO,O,O,O
LTZSJOI,O,O,O
LTZSOIJ,O,O,O
LTZSOJI,O,O,O
LTZOIJS,O,O,O
LTZOISJ,O,O,O
LTZOJIS,O,O,O
LTZOJSI,O,O,O
LTZOSIJ,O,O,O
LTZOSJI,O,O,O
LTOIJSZ,O,O,O
LTOIJZS,O,O,O
LTOISJZ,O,O,O
LTOISZJ,O,O,O
LTOIZJS,O,O,O
LTOIZSJ,O,O,O
LTOJISZ,O,O,O
LTOJIZS,O,O,O
LTOJSIZ,O,O,O
LTOJSZI,O,O,O
LTOJZIS,O,O,O
LTOJZSI,O,O,O
LTOSIJZ,O,O,O
LTOSIZJ,O,O,O
LTOSJIZ,O,O,O
LTOSJZI,O,O,O
LTOSZIJ,O,O,O
LTOSZJI,O,O,O
LTOZIJS,O,O,O
LTOZISJ,O,O,O
LTOZJIS,O,O,O
LTOZJSI,O,O,O
LTOZSIJ,O,O,O
LTOZSJI,O,O,O
LITJSZO,O,O,O
LITJSOZ,O,O,O
LITJZSO,O,O,O
LITJZOS,O,O,O
LITJOSZ,O,O,O
LITJOZS,O,O,O
LITSJZO,O,O,O
LITSJOZ,O,O,O
LITSZJO,O,O,O
LITSZOJ,O,O,O
LITSOJZ,O,O,O
LITSOZJ,O,O,O
LITZJSO,O,O,O
LITZJOS,O,O,O
LITZSJO,O,O,O
LITZSOJ,O,O,O
LITZOJS,O,O,O
LITZOSJ,O,O,O
LITOJSZ,O,O,O
LITOJZS,O,O,O
LITOSJZ,O,O,O
LITOSZJ,O,O,O
LITOZJS,O,O,O
LITOZSJ,O,O,O
LIJTSZO,O,O,O
LIJTSOZ,O,O,O
LIJTZSO,O,O,O
LIJTZOS,O,O,O
LIJTOSZ,O,X,O
LIJTOZS,O,O,O
LIJSTZO,O,X,O
LIJSTOZ,O,X,O
LIJSZTO,O,X,O
LIJSZOT,X,X,O
LIJSOTZ,X,X,O
LIJSOZT,X,X,O
LIJZTSO,O,O,O
LIJZTOS,O,O,O
LIJZSTO,O,O,O
LIJZSOT,X,O,O
LIJZOTS,O,O,O
LIJZOST,O,O,O
LIJOTSZ,O,X,O
LIJOTZS,O,X,O
LIJOSTZ,O,X,O
LIJOSZT,O,X,O
LIJOZTS,O,X,O
LIJOZST,O,X,O
LISTJZO,O,X,O
LISTJOZ,O,X,O
LISTZJO,O,X,O
LISTZOJ,O,X,X
LISTOJZ,O,X,O
LISTOZJ,O,X,X
LISJTZO,O,X,O
LISJTOZ,O,X,O
LISJZTO,O,X,O
LISJZOT,X,X,O
LISJOTZ,X,X,O
LISJOZT,X,X,O
LISZTJO,O,X,O
LISZTOJ,O,X,O
LISZJTO,O,X,O
LISZJOT,X,X,O
LISZOTJ,O,X,X
LISZOJT,O,X,X
LISOTJZ,O,X,X
LISOTZJ,O,X,X
LISOJTZ,O,X,X
LISOJZT,O,X,X
LISOZTJ,O,X,X
LISOZJT,O,X,X
LIZTJSO,O,O,O
LIZTJOS,O,O,O
LIZTSJO,O,O,O
LIZTSOJ,O,O,O
LIZTOJS,O,O,O
LIZTOSJ,O,O,O
LIZJTSO,O,O,O
LIZJTOS,O,O,O
LIZJSTO,O,O,O
LIZJSOT,X,O,O
LIZJOTS,O,O,O
LIZJOST,O,O,O
LIZSTJO,O,X,O
LIZSTOJ,O,X,O
LIZSJTO,O,O,O
LIZSJOT,X,O,O
LIZSOTJ,O,X,X
LIZSOJT,O,O,X
LIZOTJS,O,O,O
LIZOTSJ,O,O,O
LIZOJTS,O,O,O
LIZOJST,O,O,O
LIZOSTJ,O,X,X
LIZOSJT,O,O,X
LIOTJSZ,O,O,O
LIOTJZS,O,O,O
LIOTSJZ,O,O,O
LIOTSZJ,O,O,O
LIOTZJS,O,O,O
LIOTZSJ,O,O,O
LIOJTSZ,O,O,O
LIOJTZS,O,O,O
LIOJSTZ,O,X,O
LIOJSZT,O,X,O
LIOJZTS,O,O,O
LIOJZST,O,O,O
LIOSTJZ,O,X,X
LIOSTZJ,O,X,X
LIOSJTZ,O,X,X
LIOSJZT,O,X,X
LIOSZTJ,O,X,X
LIOSZJT,O,X,X
LIOZTJS,O,O,O
LIOZTSJ,O,O,O
LIOZJTS,O,O,O
LIOZJST,O,O,O
LIOZSTJ,O,X,X
LIOZSJT,O,O,X
LJTISZO,O,O,O
LJTISOZ,O,O,O
LJTIZSO,O,O,O
LJTIZOS,O,O,O
LJTIOSZ,O,O,O
LJTIOZS,O,O,O
LJTSIZO,O,O,O
LJTSIOZ,O,O,O
LJTSZIO,O,O,O
LJTSZOI,O,O,O
LJTSOIZ,O,O,O
LJTSOZI,O,O,O
LJTZISO,O,O,O
LJTZIOS,O,O,O
LJTZSIO,O,O,O
LJTZSOI,O,O,O
LJTZOIS,O,O,O
LJTZOSI,O,O,O
LJTOISZ,O,O,O
LJTOIZS,O,O,O
LJTOSIZ,O,O,O
LJTOSZI,O,O,O
LJTOZIS,O,O,O
LJTOZSI,O,O,O
LJITSZO,O,O,O
LJITSOZ,O,O,O
LJITZSO,O,O,O
LJITZOS,O,O,O
LJITOSZ,O,X,O
LJITOZS,O,O,O
LJISTZO,O,X,O
LJISTOZ,O,X,O
LJISZTO,O,X,O
LJISZOT,X,X,O
LJISOTZ,X,X,O
LJISOZT,X,X,O
LJIZTSO,O,O,O
LJIZTOS,O,O,O
LJIZSTO,O,O,O
LJIZSOT,X,O,O
LJIZOTS,O,O,O
LJIZOST,O,O,O
LJIOTSZ,O,X,O
LJIOTZS,O,X,O
LJIOSTZ,O,X,O
LJIOSZT,O,X,O
LJIOZTS,O,X,O
LJIOZST,O,X,O
LJSTIZO,O,O,O
LJSTIOZ,O,O,O
LJSTZIO,O,O,O
LJSTZOI,O,O,O
LJSTOIZ,O,O,O
LJSTOZI,O,O,O
LJSITZO,O,X,O
LJSITOZ,O,X,O
LJSIZTO,O,X,O
LJSIZOT,X,X,O
LJSIOTZ,X,X,O
LJSIOZT,X,X,O
LJSZTIO,O,O,O
LJSZTOI,O,O,O
LJSZITO,O,O,O
LJSZIOT,X,O,O
LJSZOTI,X,X,O
LJSZOIT,X,X,O
LJSOTIZ,X,X,O
LJSOTZI,X,X,O
LJSOITZ,X,X,O
LJSOIZT,X,X,O
LJSOZTI,X,X,O
LJSOZIT,X,X,O
LJZTISO,O,O,O
LJZTIOS,O,O,O
LJZTSIO,O,O,O
LJZTSOI,O,O,O
LJZTOIS,O,O,O
LJZTOSI,O,O,O
LJZITSO,O,O,O
LJZITOS,O,O,O
LJZISTO,O,O,O
LJZISOT,X,O,O
LJZIOTS,O,O,O
LJZIOST,O,O,O
LJZSTIO,O,O,O
LJZSTOI,O,O,O
LJZSITO,O,O,O
LJZSIOT,X,O,O
LJZSOTI,X,X,O
LJZSOIT,X,X,O
LJZOTIS,O,O,O
LJZOTSI,O,O,O
LJZOITS,O,O,O
LJZOIST,O,O,O
LJZOSTI,O,O,O
LJZOSIT,O,O,O
LJOTISZ,O,O,O
LJOTIZS,O,O,O
LJOTSIZ,O,O,O
LJOTSZI,O,O,O
LJOTZIS,O,O,O
LJOTZSI,O,O,O
LJOITSZ,O,O,O
LJOITZS,O,O,O
LJOISTZ,O,X,O
LJOISZT,O,X,O
LJOIZTS,O,O,O
LJOIZST,O,O,O
LJOSTIZ,O,O,O
LJOSTZI,O,O,O
LJOSITZ,O,X,O
LJOSIZT,O,X,O
LJOSZTI,O,O,O
LJOSZIT,O,O,O
LJOZTIS,O,O,O
LJOZTSI,O,O,O
LJOZITS,O,O,O
LJOZIST,O,O,O
LJOZSTI,O,O,O
LJOZSIT,O,O,O
LSTIJZO,O,O,O
LSTIJOZ,O,O,O
LSTIZJO,O,O,O
LSTIZOJ,O,O,O
LSTIOJZ,O,O,O
LSTIOZJ,O,O,O
LSTJIZO,O,O,O
LSTJIOZ,O,O,O
LSTJZIO,O,O,O
LSTJZOI,O,O,O
LSTJOIZ,O,O,O
LSTJOZI,O,O,O
LSTZIJO,O,O,O
LSTZIOJ,O,O,O
LSTZJIO,O,O,O
LSTZJOI,O,O,O
LSTZOIJ,O,O,O
LSTZOJI,O,O,O
LSTOIJZ,O,O,O
LSTOIZJ,O,O,O
LSTOJIZ,O,O,O
LSTOJZI,O,O,O
LSTOZIJ,O,O,O
LSTOZJI,O,O,O
LSITJZO,O,X,O
LSITJOZ,O,X,O
LSITZJO,O,X,O
LSITZOJ,O,X,X
LSITOJZ,O,X,O
LSITOZJ,O,X,X
LSIJTZO,O,X,O
LSIJTOZ,O,X,O
LSIJZTO,O,X,O
LSIJZOT,X,X,O
LSIJOTZ,X,X,O
LSIJOZT,X,X,O
LSIZTJO,O,X,O
LSIZTOJ,O,X,O
LSIZJTO,O,X,O
LSIZJOT,X,X,O
LSIZOTJ,O,X,X
LSIZOJT,O,X,X
LSIOTJZ,O,X,X
LSIOTZJ,O,X,X
LSIOJTZ,O,X,X
LSIOJZT,O,X,X
LSIOZTJ,O,X,X
LSIOZJT,O,X,X
LSJTIZO,O,O,O
LSJTIOZ,O,O,O
LSJTZIO,O,O,O
LSJTZOI,O,O,O
LSJTOIZ,O,O,O
LSJTOZI,O,O,O
LSJITZO,O,X,O
LSJITOZ,O,X,O
LSJIZTO,O,X,O
LSJIZOT,X,X,O
LSJIOTZ,X,X,O
LSJIOZT,X,X,O
LSJZTIO,O,O,O
LSJZTOI,O,O,O
LSJZITO,O,O,O
LSJZIOT,X,O,O
LSJZOTI,X,X,O
LSJZOIT,X,X,O
LSJOTIZ,X,X,O
LSJOTZI,X,X,O
LSJOITZ,X,X,O
LSJOIZT,X,X,O
LSJOZTI,X,X,O
LSJOZIT,X,X,O
LSZTIJO,O,O,O
LSZTIOJ,O,O,O
LSZTJIO,O,O,O
LSZTJOI,O,O,O
LSZTOIJ,O,O,O
LSZTOJI,O,O,O
LSZITJO,O,X,O
LSZITOJ,O,X,O
LSZIJTO,O,O,O
LSZIJOT,X,O,O
LSZIOTJ,O,X,X
LSZIOJT,O,O,X
LSZJTIO,O,O,O
LSZJTOI,O,O,O
LSZJITO,O,O,O
LSZJIOT,X,O,O
LSZJOTI,X,X,O
LSZJOIT,X,X,O
LSZOTIJ,O,O,O
LSZOTJI,O,O,O
LSZOITJ,O,X,X
LSZOIJT,O,O,X
LSZOJTI,O,O,O
LSZOJIT,O,O,O
LSOTIJZ,O,O,O
LSOTIZJ,O,O,O
LSOTJIZ,O,O,O
LSOTJZI,O,O,O
LSOTZIJ,O,O,O
LSOTZJI,O,O,O
LSOITJZ,O,X,X
LSOITZJ,O,X,X
LSOIJTZ,O,X,X
LSOIJZT,O,X,X
LSOIZTJ,O,X,X
LSOIZJT,O,X,X
LSOJTIZ,O,O,O
LSOJTZI,O,O,O
LSOJITZ,O,X,O
LSOJIZT,O,X,O
LSOJZTI,O,O,O
LSOJZIT,O,O,O
LSOZTIJ,O,O,O
LSOZTJI,O,O,O
LSOZITJ,O,X,X
LSOZIJT,O,O,X
LSOZJTI,O,O,O
LSOZJIT,O,O,O
LZTIJSO,O,O,O
LZTIJOS,O,O,O
LZTISJO,O,O,O
LZTISOJ,O,O,O
LZTIOJS,O,O,O
LZTIOSJ,O,O,O
LZTJISO,O,O,O
LZTJIOS,O,O,O
LZTJSIO,O,O,O
LZTJSOI,O,O,O
LZTJOIS,O,O,O
LZTJOSI,O,O,O
LZTSIJO,O,O,O
LZTSIOJ,O,O,O
LZTSJIO,O,O,O
LZTSJOI,O,O,O
LZTSOIJ,O,O,O
LZTSOJI,O,O,O
LZTOIJS,O,O,O
LZTOISJ,O,O,O
LZTOJIS,O,O,O
LZTOJSI,O,O,O
LZTOSIJ,O,O,O
LZTOSJI,O,O,O
LZITJSO,O,O,O
LZITJOS,O,O,O
LZITSJO,O,O,O
LZITSOJ,O,O,O
LZITOJS,O,O,O
LZITOSJ,O,O,O
