sequence,v115@OhA8CeB8DeA8BeE8AeC8KeOEJvhFXgBlhBaoB5oBzl?B8rB,v115@OhA8CeB8DeA8BeE8AeC8KeOEJvhFXgB8lBzhBaoB5o?BlrB,v115@OhA8CeB8DeA8BeE8AeC8Kex/IvhF8lBzhBGjBikB/t?BlrB
IJTSLOZ,X,X,X
IJTSZLO,X,X,X
IJTSZOL,X,X,X
IJTSOLZ,X,X,X
IJTSOZL,X,X,X
IJTZLSO,X,O,X
IJTZLOS,X,O,X
IJTZSLO,X,O,X
IJTZSOL,X,O,X
IJTZOLS,X,O,X
IJTZOSL,X,O,X
IJTOLSZ,X,X,X
IJTOLZS,X,O,X
IJTOSLZ,X,X,X
IJTOSZL,X,X,X
IJTOZLS,X,O,X
IJTOZSL,X,O,X
IJLTSZO,X,X,X
IJLTSOZ,X,X,X
IJLTZSO,X,O,X
IJLTZOS,X,O,X
IJLTOSZ,X,X,X
IJLTOZS,X,O,X
IJLSTZO,X,X,X
IJLSTOZ,X,X,X
IJLSZTO,O,O,X
IJLSZOT,X,X,X
IJLSOTZ,X,X,X
IJLSOZT,O,X,X
IJLZTSO,O,O,X
IJLZTOS,X,O,X
IJLZSTO,O,O,X
IJLZSOT,X,X,X
IJLZOTS,O,X,X
IJLZOST,O,X,X
IJLOTSZ,X,X,X
IJLOTZS,X,X,X
IJLOSTZ,X,X,X
IJLOSZT,O,X,X
IJLOZTS,O,X,X
IJLOZST,O,X,X
IJSTLZO,X,X,X
IJSTLOZ,X,X,X
IJSTZLO,X,X,X
IJSTZOL,X,X,X
IJSTOLZ,X,X,X
IJSTOZL,X,X,X
IJSLTZO,X,X,X
IJSLTOZ,X,X,X
IJSLZTO,O,O,X
IJSLZOT,X,X,X
IJSLOTZ,X,X,X
IJSLOZT,O,X,X
IJSZTLO,O,O,X
IJSZTOL,X,O,X
IJSZLTO,O,O,X
IJSZLOT,X,X,X
IJSZOTL,X,X,X
IJSZOLT,X,X,X
IJSOTLZ,X,X,X
IJSOTZL,X,X,X
IJSOLTZ,X,X,X
IJSOLZT,O,X,X
IJSOZTL,O,X,X
IJSOZLT,O,X,X
IJZTLSO,O,O,X
IJZTLOS,X,O,X
IJZTSLO,O,O,X
IJZTSOL,X,O,X
IJZTOLS,X,O,X
IJZTOSL,X,O,X
IJZLTSO,O,O,X
IJZLTOS,X,O,X
IJZLSTO,O,O,X
IJZLSOT,X,X,X
IJZLOTS,O,X,X
IJZLOST,O,X,X
IJZSTLO,O,O,X
IJZSTOL,X,O,X
IJZSLTO,O,O,X
IJZSLOT,X,X,X
IJZSOTL,X,X,X
IJZSOLT,X,X,X
IJZOTLS,O,X,X
IJZOTSL,O,X,X
IJZOLTS,O,X,X
IJZOLST,O,X,X
IJZOSTL,O,X,X
IJZOSLT,O,X,X
IJOTLSZ,X,X,X
IJOTLZS,X,X,X
IJOTSLZ,X,X,X
IJOTSZL,X,X,X
IJOTZLS,X,X,X
IJOTZSL,X,X,X
IJOLTSZ,X,X,X
IJOLTZS,X,X,X
IJOLSTZ,X,X,X
IJOLSZT,O,X,X
IJOLZTS,O,X,X
IJOLZST,O,X,X
IJOSTLZ,X,X,X
IJOSTZL,X,X,X
IJOSLTZ,X,X,X
IJOSLZT,O,X,X
IJOSZTL,O,X,X
IJOSZLT,O,X,X
IJOZTLS,O,X,X
IJOZTSL,O,X,X
IJOZLTS,O,X,X
IJOZLST,O,X,X
IJOZSTL,O,X,X
IJOZSLT,O,X,X
ISTLJZO,X,X,X
ISTLJOZ,X,X,X
ISTLZJO,X,X,X
ISTLZOJ,X,X,X
ISTLOJZ,X,X,X
ISTLOZJ,X,X,X
ISTJLZO,X,X,X
ISTJLOZ,X,X,X
ISTJZLO,X,X,X
ISTJZOL,X,X,X
ISTJOLZ,X,X,X
ISTJOZL,X,X,X
ISTZLJO,X,X,X
ISTZLOJ,X,X,X
ISTZJLO,X,X,X
ISTZJOL,X,X,X
ISTZOLJ,X,X,X
ISTZOJL,X,X,X
ISTOLJZ,X,X,X
ISTOLZJ,X,X,X
ISTOJLZ,X,X,X
ISTOJZL,X,X,X
ISTOZLJ,X,X,X
ISTOZJL,X,X,X
ISLTJZO,X,X,X
ISLTJOZ,X,X,X
ISLTZJO,X,X,X
ISLTZOJ,X,X,X
ISLTOJZ,X,X,X
ISLTOZJ,X,X,X
ISLJTZO,X,X,X
ISLJTOZ,X,X,X
ISLJZTO,O,O,X
ISLJZOT,X,X,X
ISLJOTZ,X,X,X
ISLJOZT,O,X,X
ISLZTJO,O,O,X
ISLZTOJ,X,O,X
ISLZJTO,O,O,X
ISLZJOT,X,X,X
ISLZOTJ,X,X,X
ISLZOJT,X,X,X
ISLOTJZ,X,X,X
ISLOTZJ,X,X,X
ISLOJTZ,X,X,X
ISLOJZT,O,X,X
ISLOZTJ,O,X,X
ISLOZJT,O,X,X
ISJTLZO,X,X,X
ISJTLOZ,X,X,X
ISJTZLO,X,X,X
ISJTZOL,X,X,X
ISJTOLZ,X,X,X
ISJTOZL,X,X,X
ISJLTZO,X,X,X
ISJLTOZ,X,X,X
ISJLZTO,O,O,X
ISJLZOT,X,X,X
ISJLOTZ,X,X,X
ISJLOZT,O,X,X
ISJZTLO,O,O,X
ISJZTOL,X,O,X
ISJZLTO,O,O,X
ISJZLOT,X,X,X
ISJZOTL,X,X,X
ISJZOLT,X,X,X
ISJOTLZ,X,X,X
ISJOTZL,X,X,X
ISJOLTZ,X,X,X
ISJOLZT,O,X,X
ISJOZTL,O,X,X
ISJOZLT,O,X,X
ISZTLJO,O,O,X
ISZTLOJ,X,O,X
ISZTJLO,O,O,X
ISZTJOL,X,O,X
ISZTOLJ,X,O,X
ISZTOJL,X,O,X
ISZLTJO,O,O,X
ISZLTOJ,X,O,X
ISZLJTO,O,O,X
ISZLJOT,X,X,X
ISZLOTJ,X,X,X
ISZLOJT,X,X,X
ISZJTLO,O,O,X
ISZJTOL,X,O,X
ISZJLTO,O,O,X
ISZJLOT,X,X,X
ISZJOTL,X,X,X
ISZJOLT,X,X,X
ISZOTLJ,X,X,X
ISZOTJL,X,X,X
ISZOLTJ,X,X,X
ISZOLJT,X,X,X
ISZOJTL,X,X,X
ISZOJLT,X,X,X
ISOTLJZ,X,X,X
ISOTLZJ,X,X,X
ISOTJLZ,X,X,X
ISOTJZL,X,X,X
ISOTZLJ,X,X,X
ISOTZJL,X,X,X
ISOLTJZ,X,X,X
ISOLTZJ,X,X,X
ISOLJTZ,X,X,X
ISOLJZT,O,X,X
ISOLZTJ,O,X,X
ISOLZJT,O,X,X
ISOJTLZ,X,X,X
ISOJTZL,X,X,X
ISOJLTZ,X,X,X
ISOJLZT,O,X,X
ISOJZTL,O,X,X
ISOJZLT,O,X,X
ISOZTLJ,O,X,X
ISOZTJL,O,X,X
ISOZLTJ,O,X,X
ISOZLJT,O,X,X
ISOZJTL,O,X,X
ISOZJLT,O,X,X
IZTLJSO,O,O,X
IZTLJOS,X,O,X
IZTLSJO,O,O,X
IZTLSOJ,X,O,X
IZTLOJS,X,O,X
IZTLOSJ,X,O,X
IZTJLSO,O,O,X
IZTJLOS,X,O,X
IZTJSLO,O,O,X
IZTJSOL,X,O,X
IZTJOLS,X,O,X
IZTJOSL,X,O,X
IZTSLJO,O,O,X
IZTSLOJ,X,O,X
IZTSJLO,O,O,X
IZTSJOL,X,O,X
IZTSOLJ,X,O,X
IZTSOJL,X,O,X
IZTOLJS,X,O,X
IZTOLSJ,X,O,X
IZTOJLS,X,O,X
IZTOJSL,X,O,X
IZTOSLJ,X,O,X
IZTOSJL,X,O,X
IZLTJSO,O,O,X
IZLTJOS,X,O,X
IZLTSJO,O,O,X
IZLTSOJ,X,O,X
IZLTOJS,X,O,X
IZLTOSJ,X,O,X
IZLJTSO,O,O,X
IZLJTOS,X,O,X
IZLJSTO,O,O,X
IZLJSOT,X,X,X
IZLJOTS,O,X,X
IZLJOST,O,X,X
IZLSTJO,O,O,X
IZLSTOJ,X,O,X
IZLSJTO,O,O,X
IZLSJOT,X,X,X
IZLSOTJ,X,X,X
IZLSOJT,X,X,X
IZLOTJS,O,X,X
IZLOTSJ,O,X,X
IZLOJTS,O,X,X
IZLOJST,O,X,X
IZLOSTJ,O,X,X
IZLOSJT,O,X,X
IZJTLSO,O,O,X
IZJTLOS,X,O,X
IZJTSLO,O,O,X
IZJTSOL,X,O,X
IZJTOLS,X,O,X
IZJTOSL,X,O,X
IZJLTSO,O,O,X
IZJLTOS,X,O,X
IZJLSTO,O,O,X
IZJLSOT,X,X,X
IZJLOTS,O,X,X
IZJLOST,O,X,X
IZJSTLO,O,O,X
IZJSTOL,X,O,X
IZJSLTO,O,O,X
IZJSLOT,X,X,X
IZJSOTL,X,X,X
IZJSOLT,X,X,X
IZJOTLS,O,X,X
IZJOTSL,O,X,X
IZJOLTS,O,X,X
IZJOLST,O,X,X
IZJOSTL,O,X,X
IZJOSLT,O,X,X
IZSTLJO,O,O,X
IZSTLOJ,X,O,X
IZSTJLO,O,O,X
IZSTJOL,X,O,X
IZSTOLJ,X,O,X
IZSTOJL,X,O,X
IZSLTJO,O,O,X
IZSLTOJ,X,O,X
IZSLJTO,O,O,X
IZSLJOT,X,X,X
IZSLOTJ,X,X,X
IZSLOJT,X,X,X
IZSJTLO,O,O,X
IZSJTOL,X,O,X
IZSJLTO,O,O,X
IZSJLOT,X,X,X
IZSJOTL,X,X,X
IZSJOLT,X,X,X
IZSOTLJ,X,X,X
IZSOTJL,X,X,X
IZSOLTJ,X,X,X
IZSOLJT,X,X,X
IZSOJTL,X,X,X
IZSOJLT,X,X,X
IZOTLJS,O,X,X
IZOTLSJ,O,X,X
IZOTJLS,O,X,X
IZOTJSL,O,X,X
IZOTSLJ,O,X,X
IZOTSJL,O,X,X
IZOLTJS,O,X,X
IZOLTSJ,O,X,X
IZOLJTS,O,X,X
IZOLJST,O,X,X
IZOLSTJ,O,X,X
IZOLSJT,O,X,X
IZOJTLS,O,X,X
IZOJTSL,O,X,X
IZOJLTS,O,X,X
IZOJLST,O,X,X
IZOJSTL,O,X,X
IZOJSLT,O,X,X
IZOSTLJ,O,X,X
IZOSTJL,O,X,X
IZOSLTJ,O,X,X
IZOSLJT,O,X,X
IZOSJTL,O,X,X
IZOSJLT,O,X,X
IOTLJSZ,X,X,X
IOTLJZS,X,X,X
IOTLSJZ,X,X,X
IOTLSZJ,X,X,X
IOTLZJS,X,X,X
IOTLZSJ,X,X,X
IOTJLSZ,X,X,X
IOTJLZS,X,X,X
IOTJSLZ,X,X,X
IOTJSZL,X,X,X
IOTJZLS,X,X,X
IOTJZSL,X,X,X
IOTSLJZ,X,X,X
IOTSLZJ,X,X,X
IOTSJLZ,X,X,X
IOTSJZL,X,X,X
IOTSZLJ,X,X,X
IOTSZJL,X,X,X
IOTZLJS,X,X,X
IOTZLSJ,X,X,X
IOTZJLS,X,X,X
IOTZJSL,X,X,X
IOTZSLJ,X,X,X
IOTZSJL,X,X,X
IOLTJSZ,X,X,X
IOLTJZS,X,X,X
IOLTSJZ,X,X,X
IOLTSZJ,X,X,X
IOLTZJS,X,X,X
IOLTZSJ,X,X,X
IOLJTSZ,X,X,X
IOLJTZS,X,X,X
IOLJSTZ,X,X,X
IOLJSZT,O,X,X
IOLJZTS,O,X,X
IOLJZST,O,X,X
IOLSTJZ,X,X,X
IOLSTZJ,X,X,X
IOLSJTZ,X,X,X
IOLSJZT,O,X,X
IOLSZTJ,O,X,X
IOLSZJT,O,X,X
IOLZTJS,O,X,X
IOLZTSJ,O,X,X
IOLZJTS,O,X,X
IOLZJST,O,X,X
IOLZSTJ,O,X,X
IOLZSJT,O,X,X
IOJTLSZ,X,X,X
IOJTLZS,X,X,X
IOJTSLZ,X,X,X
IOJTSZL,X,X,X
IOJTZLS,X,X,X
IOJTZSL,X,X,X
IOJLTSZ,X,X,X
IOJLTZS,X,X,X
IOJLSTZ,X,X,X
IOJLSZT,O,X,X
IOJLZTS,O,X,X
IOJLZST,O,X,X
IOJSTLZ,X,X,X
IOJSTZL,X,X,X
IOJSLTZ,X,X,X
IOJSLZT,O,X,X
IOJSZTL,O,X,X
IOJSZLT,O,X,X
IOJZTLS,O,X,X
IOJZTSL,O,X,X
IOJZLTS,O,X,X
IOJZLST,O,X,X
IOJZSTL,O,X,X
IOJZSLT,O,X,X
IOSTLJZ,X,X,X
IOSTLZJ,X,X,X
IOSTJLZ,X,X,X
IOSTJZL,X,X,X
IOSTZLJ,X,X,X
IOSTZJL,X,X,X
IOSLTJZ,X,X,X
IOSLTZJ,X,X,X
IOSLJTZ,X,X,X
IOSLJZT,O,X,X
IOSLZTJ,O,X,X
IOSLZJT,O,X,X
IOSJTLZ,X,X,X
IOSJTZL,X,X,X
IOSJLTZ,X,X,X
IOSJLZT,O,X,X
IOSJZTL,O,X,X
IOSJZLT,O,X,X
IOSZTLJ,O,X,X
IOSZTJL,O,X,X
IOSZLTJ,O,X,X
IOSZLJT,O,X,X
IOSZJTL,O,X,X
IOSZJLT,O,X,X
IOZTLJS,O,X,X
IOZTLSJ,O,X,X
IOZTJLS,O,X,X
IOZTJSL,O,X,X
IOZTSLJ,O,X,X
IOZTSJL,O,X,X
IOZLTJS,O,X,X
IOZLTSJ,O,X,X
IOZLJTS,O,X,X
IOZLJST,O,X,X
IOZLSTJ,O,X,X
IOZLSJT,O,X,X
IOZJTLS,O,X,X
IOZJTSL,O,X,X
IOZJLTS,O,X,X
IOZJLST,O,X,X
IOZJSTL,O,X,X
IOZJSLT,O,X,X
IOZSTLJ,O,X,X
IOZSTJL,O,X,X
IOZSLTJ,O,X,X
IOZSLJT,O,X,X
IOZSJTL,O,X,X
IOZSJLT,O,X,X
LTIJSZO,X,X,X
LTIJSOZ,X,X,X
LTIJZSO,X,O,X
LTIJZOS,X,O,X
LTIJOSZ,X,X,X
LTIJOZS,X,O,X
LTISJZO,X,X,X
LTISJOZ,X,X,X
LTISZJO,X,X,X
LTISZOJ,X,X,X
LTISOJZ,X,X,X
LTISOZJ,X,X,X
LTIZJSO,X,O,X
LTIZJOS,X,O,X
LTIZSJO,X,O,X
LTIZSOJ,X,O,X
LTIZOJS,X,O,X
LTIZOSJ,X,O,X
LTIOJSZ,X,X,X
LTIOJZS,X,O,X
LTIOSJZ,X,X,X
LTIOSZJ,X,X,X
LTIOZJS,X,O,X
LTIOZSJ,X,O,X
LTJISZO,X,X,X
LTJISOZ,X,X,X
LTJIZSO,X,O,X
LTJIZOS,X,O,X
LTJIOSZ,X,X,X
LTJIOZS,X,O,X
LTJSIZO,X,X,X
LTJSIOZ,X,X,X
LTJSZIO,X,X,X
LTJSZOI,X,X,X
LTJSOIZ,X,X,X
LTJSOZI,X,X,X
LTJZISO,X,O,X
LTJZIOS,X,O,X
LTJZSIO,X,O,X
LTJZSOI,X,O,X
LTJZOIS,X,O,X
LTJZOSI,X,O,X
LTJOISZ,X,X,X
LTJOIZS,X,O,X
LTJOSIZ,X,X,X
LTJOSZI,X,X,X
LTJOZIS,X,O,X
LTJOZSI,X,O,X
LTSIJZO,X,X,X
LTSIJOZ,X,X,X
LTSIZJO,X,X,X
LTSIZOJ,X,X,X
LTSIOJZ,X,X,X
LTSIOZJ,X,X,X
LTSJIZO,X,X,X
LTSJIOZ,X,X,X
LTSJZIO,X,X,O
LTSJZOI,X,X,O
LTSJOIZ,X,X,X
LTSJOZI,X,X,O
LTSZIJO,X,X,O
LTSZIOJ,X,X,O
LTSZJIO,X,X,O
LTSZJOI,X,X,O
LTSZOIJ,X,X,O
LTSZOJI,X,X,O
LTSOIJZ,X,X,X
LTSOIZJ,X,X,X
LTSOJIZ,X,X,X
LTSOJZI,X,X,O
LTSOZIJ,X,X,O
LTSOZJI,X,X,O
LTZIJSO,X,O,X
LTZIJOS,X,O,X
LTZISJO,X,O,O
LTZISOJ,X,O,O
LTZIOJS,X,O,X
LTZIOSJ,X,O,O
LTZJISO,X,O,X
LTZJIOS,X,O,X
LTZJSIO,X,O,X
LTZJSOI,X,O,X
LTZJOIS,X,O,X
LTZJOSI,X,O,X
LTZSIJO,X,O,O
LTZSIOJ,X,O,O
LTZSJIO,X,O,O
LTZSJOI,X,O,O
LTZSOIJ,X,O,O
LTZSOJI,X,O,O
LTZOIJS,X,O,X
LTZOISJ,X,O,O
LTZOJIS,X,O,X
LTZOJSI,X,O,X
LTZOSIJ,X,O,O
LTZOSJI,X,O,O
LTOIJSZ,X,X,X
LTOIJZS,X,O,X
LTOISJZ,X,X,X
LTOISZJ,X,X,X
LTOIZJS,X,O,X
LTOIZSJ,X,O,X
LTOJISZ,X,X,X
LTOJIZS,X,O,X
LTOJSIZ,X,X,X
LTOJSZI,X,X,X
LTOJZIS,X,O,X
LTOJZSI,X,O,X
LTOSIJZ,X,X,X
LTOSIZJ,X,X,X
LTOSJIZ,X,X,X
LTOSJZI,X,X,O
LTOSZIJ,X,X,O
LTOSZJI,X,X,O
LTOZIJS,X,O,X
LTOZISJ,X,O,O
LTOZJIS,X,O,X
LTOZJSI,X,O,X
LTOZSIJ,X,O,O
LTOZSJI,X,O,O
LITJSZO,X,X,X
LITJSOZ,X,X,X
LITJZSO,X,O,X
LITJZOS,X,O,X
LITJOSZ,X,X,X
LITJOZS,X,O,X
LITSJZO,X,X,X
LITSJOZ,X,X,X
LITSZJO,X,X,X
LITSZOJ,X,X,X
LITSOJZ,X,X,X
LITSOZJ,X,X,X
LITZJSO,X,O,X
LITZJOS,X,O,X
LITZSJO,X,O,X
LITZSOJ,X,O,X
LITZOJS,X,O,X
LITZOSJ,X,O,X
LITOJSZ,X,X,X
LITOJZS,X,O,X
LITOSJZ,X,X,X
LITOSZJ,X,X,X
LITOZJS,X,O,X
LITOZSJ,X,O,X
LIJTSZO,X,X,X
LIJTSOZ,X,X,X
LIJTZSO,X,O,X
LIJTZOS,X,O,X
LIJTOSZ,X,X,X
LIJTOZS,X,O,X
LIJSTZO,X,X,X
LIJSTOZ,X,X,X
LIJSZTO,O,O,X
LIJSZOT,X,X,X
LIJSOTZ,X,X,X
LIJSOZT,O,X,X
LIJZTSO,O,O,X
LIJZTOS,X,O,X
LIJZSTO,O,O,X
LIJZSOT,X,X,X
LIJZOTS,O,X,X
LIJZOST,O,X,X
LIJOTSZ,X,X,X
LIJOTZS,X,X,X
LIJOSTZ,X,X,X
LIJOSZT,O,X,X
LIJOZTS,O,X,X
LIJOZST,O,X,X
LISTJZO,X,X,X
LISTJOZ,X,X,X
LISTZJO,X,X,X
LISTZOJ,X,X,X
LISTOJZ,X,X,X
LISTOZJ,X,X,X
LISJTZO,X,X,X
LISJTOZ,X,X,X
LISJZTO,O,O,O
LISJZOT,X,X,X
LISJOTZ,X,X,X
LISJOZT,O,X,X
LISZTJO,O,O,O
LISZTOJ,X,O,O
LISZJTO,O,O,O
LISZJOT,X,X,X
LISZOTJ,X,X,X
LISZOJT,X,X,X
LISOTJZ,X,X,X
LISOTZJ,X,X,X
LISOJTZ,X,X,X
LISOJZT,O,X,X
LISOZTJ,O,X,X
LISOZJT,O,X,X
LIZTJSO,O,O,X
LIZTJOS,X,O,X
LIZTSJO,O,O,O
LIZTSOJ,X,O,O
LIZTOJS,X,O,X
LIZTOSJ,X,O,O
LIZJTSO,O,O,X
LIZJTOS,X,O,X
LIZJSTO,O,O,X
LIZJSOT,X,X,X
LIZJOTS,O,X,X
LIZJOST,O,X,X
LIZSTJO,O,O,O
LIZSTOJ,X,O,O
LIZSJTO,O,O,O
LIZSJOT,X,X,X
LIZSOTJ,X,X,X
LIZSOJT,X,X,X
LIZOTJS,O,X,X
LIZOTSJ,O,X,X
LIZOJTS,O,X,X
LIZOJST,O,X,X
LIZOSTJ,O,X,X
LIZOSJT,O,X,X
LIOTJSZ,X,X,X
LIOTJZS,X,X,X
LIOTSJZ,X,X,X
LIOTSZJ,X,X,X
LIOTZJS,X,X,X
LIOTZSJ,X,X,X
LIOJTSZ,X,X,X
LIOJTZS,X,X,X
LIOJSTZ,X,X,X
LIOJSZT,O,X,X
LIOJZTS,O,X,X
LIOJZST,O,X,X
LIOSTJZ,X,X,X
LIOSTZJ,X,X,X
LIOSJTZ,X,X,X
LIOSJZT,O,X,X
LIOSZTJ,O,X,X
LIOSZJT,O,X,X
LIOZTJS,O,X,X
LIOZTSJ,O,X,X
LIOZJTS,O,X,X
LIOZJST,O,X,X
LIOZSTJ,O,X,X
LIOZSJT,O,X,X
LJTISZO,X,X,X
LJTISOZ,X,X,X
LJTIZSO,X,O,X
LJTIZOS,X,O,X
LJTIOSZ,X,X,X
LJTIOZS,X,O,X
LJTSIZO,X,X,X
LJTSIOZ,X,X,X
LJTSZIO,X,X,X
LJTSZOI,X,X,X
LJTSOIZ,X,X,X
LJTSOZI,X,X,X
LJTZISO,X,O,X
LJTZIOS,X,O,X
LJTZSIO,X,O,X
LJTZSOI,X,O,X
LJTZOIS,X,O,X
LJTZOSI,X,O,X
LJTOISZ,X,X,X
LJTOIZS,X,O,X
LJTOSIZ,X,X,X
LJTOSZI,X,X,X
LJTOZIS,X,O,X
LJTOZSI,X,O,X
LJITSZO,X,X,X
LJITSOZ,X,X,X
LJITZSO,X,O,X
LJITZOS,X,O,X
LJITOSZ,X,X,X
LJITOZS,X,O,X
LJISTZO,X,X,X
LJISTOZ,X,X,X
LJISZTO,O,O,X
LJISZOT,X,X,X
LJISOTZ,X,X,X
LJISOZT,O,X,X
LJIZTSO,O,O,X
LJIZTOS,X,O,X
LJIZSTO,O,O,X
LJIZSOT,X,X,X
LJIZOTS,O,X,X
LJIZOST,O,X,X
LJIOTSZ,X,X,X
LJIOTZS,X,X,X
LJIOSTZ,X,X,X
LJIOSZT,O,X,X
LJIOZTS,O,X,X
LJIOZST,O,X,X
LJSTIZO,X,X,X
LJSTIOZ,X,X,X
LJSTZIO,X,X,X
LJSTZOI,X,X,X
LJSTOIZ,X,X,X
LJSTOZI,X,X,X
LJSITZO,X,X,X
LJSITOZ,X,X,X
LJSIZTO,O,O,X
LJSIZOT,X,X,X
LJSIOTZ,X,X,X
LJSIOZT,O,X,X
LJSZTIO,O,O,X
LJSZTOI,X,O,X
LJSZITO,O,O,X
LJSZIOT,X,X,X
LJSZOTI,X,X,X
LJSZOIT,X,X,X
LJSOTIZ,X,X,X
LJSOTZI,X,X,X
LJSOITZ,X,X,X
LJSOIZT,O,X,X
LJSOZTI,O,X,X
LJSOZIT,O,X,X
LJZTISO,O,O,X
LJZTIOS,X,O,X
LJZTSIO,O,O,X
LJZTSOI,X,O,X
LJZTOIS,X,O,X
LJZTOSI,X,O,X
LJZITSO,O,O,X
LJZITOS,X,O,X
LJZISTO,O,O,X
LJZISOT,X,X,X
LJZIOTS,O,X,X
LJZIOST,O,X,X
LJZSTIO,O,O,X
LJZSTOI,X,O,X
LJZSITO,O,O,X
LJZSIOT,X,X,X
LJZSOTI,X,X,X
LJZSOIT,X,X,X
LJZOTIS,O,X,X
LJZOTSI,O,X,X
LJZOITS,O,X,X
LJZOIST,O,X,X
LJZOSTI,O,X,X
LJZOSIT,O,X,X
LJOTISZ,X,X,X
LJOTIZS,X,X,X
LJOTSIZ,X,X,X
LJOTSZI,X,X,X
LJOTZIS,X,X,X
LJOTZSI,X,X,X
LJOITSZ,X,X,X
LJOITZS,X,X,X
LJOISTZ,X,X,X
LJOISZT,O,X,X
LJOIZTS,O,X,X
LJOIZST,O,X,X
LJOSTIZ,X,X,X
LJOSTZI,X,X,X
LJOSITZ,X,X,X
LJOSIZT,O,X,X
LJOSZTI,O,X,X
LJOSZIT,O,X,X
LJOZTIS,O,X,X
LJOZTSI,O,X,X
LJOZITS,O,X,X
LJOZIST,O,X,X
LJOZSTI,O,X,X
LJOZSIT,O,X,X
LSTIJZO,X,X,X
LSTIJOZ,X,X,X
LSTIZJO,X,X,X
LSTIZOJ,X,X,X
LSTIOJZ,X,X,X
LSTIOZJ,X,X,X
LSTJIZO,X,X,X
LSTJIOZ,X,X,X
LSTJZIO,X,X,O
LSTJZOI,X,X,O
LSTJOIZ,X,X,X
LSTJOZI,X,X,O
LSTZIJO,X,X,O
LSTZIOJ,X,X,O
LSTZJIO,X,X,O
LSTZJOI,X,X,O
LSTZOIJ,X,X,O
LSTZOJI,X,X,O
LSTOIJZ,X,X,X
LSTOIZJ,X,X,X
LSTOJIZ,X,X,X
LSTOJZI,X,X,O
LSTOZIJ,X,X,O
LSTOZJI,X,X,O
LSITJZO,X,X,X
LSITJOZ,X,X,X
LSITZJO,X,X,X
LSITZOJ,X,X,X
LSITOJZ,X,X,X
LSITOZJ,X,X,X
LSIJTZO,X,X,X
LSIJTOZ,X,X,X
LSIJZTO,O,O,O
LSIJZOT,X,X,X
LSIJOTZ,X,X,X
LSIJOZT,O,X,X
LSIZTJO,O,O,O
LSIZTOJ,X,O,O
LSIZJTO,O,O,O
LSIZJOT,X,X,X
LSIZOTJ,X,X,X
LSIZOJT,X,X,X
LSIOTJZ,X,X,X
LSIOTZJ,X,X,X
LSIOJTZ,X,X,X
LSIOJZT,O,X,X
LSIOZTJ,O,X,X
LSIOZJT,O,X,X
LSJTIZO,X,X,X
LSJTIOZ,X,X,X
LSJTZIO,X,X,O
LSJTZOI,X,X,O
LSJTOIZ,X,X,X
LSJTOZI,X,X,O
LSJITZO,X,X,X
LSJITOZ,X,X,X
LSJIZTO,O,O,O
LSJIZOT,X,X,X
LSJIOTZ,X,X,X
LSJIOZT,O,X,X
LSJZTIO,O,O,O
LSJZTOI,X,O,O
LSJZITO,O,O,O
LSJZIOT,X,X,X
LSJZOTI,X,X,X
LSJZOIT,X,X,X
LSJOTIZ,X,X,X
LSJOTZI,X,X,X
LSJOITZ,X,X,X
LSJOIZT,O,X,X
LSJOZTI,O,X,X
LSJOZIT,O,X,X
LSZTIJO,O,O,O
LSZTIOJ,X,O,O
LSZTJIO,O,O,O
LSZTJOI,X,O,O
LSZTOIJ,X,O,O
LSZTOJI,X,O,O
LSZITJO,O,O,O
LSZITOJ,X,O,O
LSZIJTO,O,O,O
LSZIJOT,X,X,X
LSZIOTJ,X,X,X
LSZIOJT,X,X,X
LSZJTIO,O,O,O
LSZJTOI,X,O,O
LSZJITO,O,O,O
LSZJIOT,X,X,X
LSZJOTI,X,X,X
LSZJOIT,X,X,X
LSZOTIJ,X,X,X
LSZOTJI,X,X,X
LSZOITJ,X,X,X
LSZOIJT,X,X,X
LSZOJTI,X,X,X
LSZOJIT,X,X,X
LSOTIJZ,X,X,X
LSOTIZJ,X,X,X
LSOTJIZ,X,X,X
LSOTJZI,X,X,X
LSOTZIJ,X,X,X
LSOTZJI,X,X,X
LSOITJZ,X,X,X
LSOITZJ,X,X,X
LSOIJTZ,X,X,X
LSOIJZT,O,X,X
LSOIZTJ,O,X,X
LSOIZJT,O,X,X
LSOJTIZ,X,X,X
LSOJTZI,X,X,X
LSOJITZ,X,X,X
LSOJIZT,O,X,X
LSOJZTI,O,X,X
LSOJZIT,O,X,X
LSOZTIJ,O,X,X
LSOZTJI,O,X,X
LSOZITJ,O,X,X
LSOZIJT,O,X,X
LSOZJTI,O,X,X
LSOZJIT,O,X,X
LZTIJSO,O,O,X
LZTIJOS,X,O,X
LZTISJO,O,O,O
LZTISOJ,X,O,O
LZTIOJS,X,O,X
LZTIOSJ,X,O,O
LZTJISO,O,O,X
LZTJIOS,X,O,X
LZTJSIO,O,O,X
LZTJSOI,X,O,X
LZTJOIS,X,O,X
LZTJOSI,X,O,X
LZTSIJO,O,O,O
LZTSIOJ,X,O,O
LZTSJIO,O,O,O
LZTSJOI,X,O,O
LZTSOIJ,X,O,O
LZTSOJI,X,O,O
LZTOIJS,X,O,X
LZTOISJ,X,O,O
LZTOJIS,X,O,X
LZTOJSI,X,O,X
LZTOSIJ,X,O,O
LZTOSJI,X,O,O
