sequence,v115@QhA8DeB8CeA8AeG8AeA8JeZEJvhFzfBUhBFiBXjBSq?BmsB,v115@QhA8DeB8CeA8AeG8AeA8JeZEJvhFukBUhBanBFjBTl?BftB
JITLOSZ,O,X
JITLOZS,O,X
JITSLZO,O,X
JITSLOZ,O,X
JITSZLO,O,X
JITSZOL,X,X
JITSOLZ,X,X
JITSOZL,X,X
JITZLSO,O,X
JITZLOS,O,X
JITZSLO,O,X
JITZSOL,X,X
JITZOLS,X,X
JITZOSL,X,X
JITOLSZ,X,X
JITOLZS,X,X
JITOSLZ,X,X
JITOSZL,X,X
JITOZLS,X,X
JITOZSL,X,X
JILTSZO,O,X
JILTSOZ,O,X
JILTZSO,O,X
JILTZOS,O,X
JILTOSZ,O,X
JILTOZS,O,X
JILSTZO,O,O
JILSTOZ,O,X
JILSZTO,O,O
JILSZOT,O,X
JILSOTZ,O,X
JILSOZT,O,X
JILZTSO,O,X
JILZTOS,O,X
JILZSTO,O,O
JILZSOT,O,X
JILZOTS,O,X
JILZOST,O,X
JILOTSZ,O,X
JILOTZS,O,X
JILOSTZ,O,X
JILOSZT,O,X
JILOZTS,O,X
JILOZST,O,X
JISTLZO,O,O
JISTLOZ,O,X
JISTZLO,O,O
JISTZOL,X,X
JISTOLZ,X,X
JISTOZL,X,X
JISLTZO,O,O
JISLTOZ,O,X
JISLZTO,O,O
JISLZOT,O,X
JISLOTZ,O,X
JISLOZT,O,X
JISZTLO,O,O
JISZTOL,X,X
JISZLTO,O,O
JISZLOT,O,X
JISZOTL,X,X
JISZOLT,X,X
JISOTLZ,X,X
JISOTZL,X,X
JISOLTZ,X,X
JISOLZT,X,X
JISOZTL,X,X
JISOZLT,X,X
JIZTLSO,O,X
JIZTLOS,O,X
JIZTSLO,O,X
JIZTSOL,X,X
JIZTOLS,X,X
JIZTOSL,X,X
JIZLTSO,O,X
JIZLTOS,O,X
JIZLSTO,O,O
JIZLSOT,O,X
JIZLOTS,O,X
JIZLOST,O,X
JIZSTLO,O,O
JIZSTOL,X,X
JIZSLTO,O,O
JIZSLOT,O,X
JIZSOTL,X,X
JIZSOLT,X,X
JIZOTLS,X,X
JIZOTSL,X,X
JIZOLTS,X,X
JIZOLST,X,X
JIZOSTL,X,X
JIZOSLT,X,X
JIOTLSZ,X,X
JIOTLZS,X,X
JIOTSLZ,X,X
JIOTSZL,X,X
JIOTZLS,X,X
JIOTZSL,X,X
JIOLTSZ,X,X
JIOLTZS,X,X
JIOLSTZ,X,X
JIOLSZT,X,X
JIOLZTS,X,X
JIOLZST,X,X
JIOSTLZ,X,X
JIOSTZL,X,X
JIOSLTZ,X,X
JIOSLZT,X,X
JIOSZTL,X,X
JIOSZLT,X,X
JIOZTLS,X,X
JIOZTSL,X,X
JIOZLTS,X,X
JIOZLST,X,X
JIOZSTL,X,X
JIOZSLT,X,X
JLTISZO,O,X
JLTISOZ,O,X
JLTIZSO,O,X
JLTIZOS,O,X
JLTIOSZ,O,X
JLTIOZS,O,X
JLTSIZO,O,X
JLTSIOZ,O,X
JLTSZIO,O,X
JLTSZOI,O,X
JLTSOIZ,O,X
JLTSOZI,O,X
JLTZISO,O,X
JLTZIOS,O,X
JLTZSIO,O,X
JLTZSOI,O,X
JLTZOIS,O,X
JLTZOSI,O,X
JLTOISZ,O,X
JLTOIZS,O,X
JLTOSIZ,O,X
JLTOSZI,O,X
JLTOZIS,O,X
JLTOZSI,O,X
JLITSZO,O,X
JLITSOZ,O,X
JLITZSO,O,X
JLITZOS,O,X
JLITOSZ,O,X
JLITOZS,O,X
JLISTZO,O,O
JLISTOZ,O,X
JLISZTO,O,O
JLISZOT,O,X
JLISOTZ,O,X
JLISOZT,O,X
JLIZTSO,O,X
JLIZTOS,O,X
JLIZSTO,O,O
JLIZSOT,O,X
JLIZOTS,O,X
JLIZOST,O,X
JLIOTSZ,O,X
JLIOTZS,O,X
JLIOSTZ,O,X
JLIOSZT,O,X
JLIOZTS,O,X
JLIOZST,O,X
JLSTIZO,O,O
JLSTIOZ,O,X
JLSTZIO,O,O
JLSTZOI,O,X
JLSTOIZ,O,X
JLSTOZI,O,X
JLSITZO,O,O
JLSITOZ,O,X
JLSIZTO,O,O
JLSIZOT,O,X
JLSIOTZ,O,X
JLSIOZT,O,X
JLSZTIO,O,O
JLSZTOI,O,X
JLSZITO,O,O
JLSZIOT,O,X
JLSZOTI,O,X
JLSZOIT,O,X
JLSOTIZ,O,X
JLSOTZI,O,X
JLSOITZ,O,X
JLSOIZT,O,X
JLSOZTI,O,X
JLSOZIT,O,X
JLZTISO,O,X
JLZTIOS,O,X
JLZTSIO,O,X
JLZTSOI,O,X
JLZTOIS,O,X
JLZTOSI,O,X
JLZITSO,O,X
JLZITOS,O,X
JLZISTO,O,O
JLZISOT,O,X
JLZIOTS,O,X
JLZIOST,O,X
JLZSTIO,O,O
JLZSTOI,O,X
JLZSITO,O,O
JLZSIOT,O,X
JLZSOTI,O,X
JLZSOIT,O,X
JLZOTIS,O,X
JLZOTSI,O,X
JLZOITS,O,X
JLZOIST,O,X
JLZOSTI,O,X
JLZOSIT,O,X
JLOTISZ,O,X
JLOTIZS,O,X
JLOTSIZ,O,X
JLOTSZI,O,X
JLOTZIS,O,X
JLOTZSI,O,X
JLOITSZ,O,X
JLOITZS,O,X
JLOISTZ,O,X
JLOISZT,O,X
JLOIZTS,O,X
JLOIZST,O,X
JLOSTIZ,O,X
JLOSTZI,O,X
JLOSITZ,O,X
JLOSIZT,O,X
JLOSZTI,O,X
JLOSZIT,O,X
JLOZTIS,O,X
JLOZTSI,O,X
JLOZITS,O,X
JLOZIST,O,X
JLOZSTI,O,X
JLOZSIT,O,X
JSTILZO,O,O
JSTILOZ,O,X
JSTIZLO,O,O
JSTIZOL,X,X
JSTIOLZ,X,X
JSTIOZL,X,X
JSTLIZO,O,O
JSTLIOZ,O,X
JSTLZIO,O,O
JSTLZOI,O,X
JSTLOIZ,O,X
JSTLOZI,O,X
JSTZILO,O,O
JSTZIOL,X,X
JSTZLIO,O,O
JSTZLOI,O,X
JSTZOIL,X,X
JSTZOLI,X,X
JSTOILZ,X,X
JSTOIZL,X,X
JSTOLIZ,X,X
JSTOLZI,X,X
JSTOZIL,X,X
JSTOZLI,X,X
JSITLZO,O,O
JSITLOZ,O,X
JSITZLO,O,O
JSITZOL,X,X
JSITOLZ,X,X
JSITOZL,X,X
JSILTZO,O,O
JSILTOZ,O,X
JSILZTO,O,O
JSILZOT,O,X
JSILOTZ,O,X
JSILOZT,O,X
JSIZTLO,O,O
JSIZTOL,X,X
JSIZLTO,O,O
JSIZLOT,O,X
JSIZOTL,X,X
JSIZOLT,X,X
JSIOTLZ,X,X
JSIOTZL,X,X
JSIOLTZ,X,X
JSIOLZT,X,X
JSIOZTL,X,X
JSIOZLT,X,X
JSLTIZO,O,O
JSLTIOZ,O,X
JSLTZIO,O,O
JSLTZOI,O,X
JSLTOIZ,O,X
JSLTOZI,O,X
JSLITZO,O,O
JSLITOZ,O,X
JSLIZTO,O,O
JSLIZOT,O,X
JSLIOTZ,O,X
JSLIOZT,O,X
JSLZTIO,O,O
JSLZTOI,O,X
JSLZITO,O,O
JSLZIOT,O,X
JSLZOTI,O,X
JSLZOIT,O,X
JSLOTIZ,O,X
JSLOTZI,O,X
JSLOITZ,O,X
JSLOIZT,O,X
JSLOZTI,O,X
JSLOZIT,O,X
JSZTILO,O,O
JSZTIOL,X,X
JSZTLIO,O,O
JSZTLOI,O,X
JSZTOIL,X,X
JSZTOLI,X,X
JSZITLO,O,O
JSZITOL,X,X
JSZILTO,O,O
JSZILOT,O,X
JSZIOTL,X,X
JSZIOLT,X,X
JSZLTIO,O,O
JSZLTOI,O,X
JSZLITO,O,O
JSZLIOT,O,X
JSZLOTI,O,X
JSZLOIT,O,X
JSZOTIL,X,X
JSZOTLI,X,X
JSZOITL,X,X
JSZOILT,X,X
JSZOLTI,X,X
JSZOLIT,X,X
JSOTILZ,X,X
JSOTIZL,X,X
JSOTLIZ,X,X
JSOTLZI,X,X
JSOTZIL,X,X
JSOTZLI,X,X
JSOITLZ,X,X
JSOITZL,X,X
JSOILTZ,X,X
JSOILZT,X,X
JSOIZTL,X,X
JSOIZLT,X,X
JSOLTIZ,X,X
JSOLTZI,X,X
JSOLITZ,X,X
JSOLIZT,X,X
JSOLZTI,X,X
JSOLZIT,X,X
JSOZTIL,X,X
JSOZTLI,X,X
JSOZITL,X,X
JSOZILT,X,X
JSOZLTI,X,X
JSOZLIT,X,X
JZTILSO,O,X
JZTILOS,O,X
JZTISLO,O,X
JZTISOL,X,X
JZTIOLS,X,X
JZTIOSL,X,X
JZTLISO,O,X
JZTLIOS,O,X
JZTLSIO,O,X
JZTLSOI,O,X
JZTLOIS,O,X
JZTLOSI,O,X
JZTSILO,O,X
JZTSIOL,X,X
JZTSLIO,O,X
JZTSLOI,O,X
JZTSOIL,X,X
JZTSOLI,X,X
JZTOILS,X,X
JZTOISL,X,X
JZTOLIS,X,X
JZTOLSI,X,X
JZTOSIL,X,X
JZTOSLI,X,X
JZITLSO,O,X
JZITLOS,O,X
JZITSLO,O,X
JZITSOL,X,X
JZITOLS,X,X
JZITOSL,X,X
JZILTSO,O,X
JZILTOS,O,X
JZILSTO,O,O
JZILSOT,O,X
JZILOTS,O,X
JZILOST,O,X
JZISTLO,O,O
JZISTOL,X,X
JZISLTO,O,O
JZISLOT,O,X
JZISOTL,X,X
JZISOLT,X,X
JZIOTLS,X,X
JZIOTSL,X,X
JZIOLTS,X,X
JZIOLST,X,X
JZIOSTL,X,X
JZIOSLT,X,X
JZLTISO,O,X
JZLTIOS,O,X
JZLTSIO,O,X
JZLTSOI,O,X
JZLTOIS,O,X
JZLTOSI,O,X
JZLITSO,O,X
JZLITOS,O,X
JZLISTO,O,O
JZLISOT,O,X
JZLIOTS,O,X
JZLIOST,O,X
JZLSTIO,O,O
JZLSTOI,O,X
JZLSITO,O,O
JZLSIOT,O,X
JZLSOTI,O,X
JZLSOIT,O,X
JZLOTIS,O,X
JZLOTSI,O,X
JZLOITS,O,X
JZLOIST,O,X
JZLOSTI,O,X
JZLOSIT,O,X
JZSTILO,O,O
JZSTIOL,X,X
JZSTLIO,O,O
JZSTLOI,O,X
JZSTOIL,X,X
JZSTOLI,X,X
JZSITLO,O,O
JZSITOL,X,X
JZSILTO,O,O
JZSILOT,O,X
JZSIOTL,X,X
JZSIOLT,X,X
JZSLTIO,O,O
JZSLTOI,O,X
JZSLITO,O,O
JZSLIOT,O,X
JZSLOTI,O,X
JZSLOIT,O,X
JZSOTIL,X,X
JZSOTLI,X,X
JZSOITL,X,X
JZSOILT,X,X
JZSOLTI,X,X
JZSOLIT,X,X
JZOTILS,X,X
JZOTISL,X,X
JZOTLIS,X,X
JZOTLSI,X,X
JZOTSIL,X,X
JZOTSLI,X,X
JZOITLS,X,X
JZOITSL,X,X
JZOILTS,X,X
JZOILST,X,X
JZOISTL,X,X
JZOISLT,X,X
JZOLTIS,X,X
JZOLTSI,X,X
JZOLITS,X,X
JZOLIST,X,X
JZOLSTI,X,X
JZOLSIT,X,X
JZOSTIL,X,X
JZOSTLI,X,X
JZOSITL,X,X
JZOSILT,X,X
JZOSLTI,X,X
JZOSLIT,X,X
JOTILSZ,X,X
JOTILZS,X,X
JOTISLZ,X,X
JOTISZL,X,X
JOTIZLS,X,X
JOTIZSL,X,X
JOTLISZ,X,X
JOTLIZS,X,X
JOTLSIZ,X,X
JOTLSZI,X,X
JOTLZIS,X,X
JOTLZSI,X,X
JOTSILZ,X,X
JOTSIZL,X,X
JOTSLIZ,X,X
JOTSLZI,X,X
JOTSZIL,X,X
JOTSZLI,X,X
JOTZILS,X,X
JOTZISL,X,X
JOTZLIS,X,X
JOTZLSI,X,X
JOTZSIL,X,X
JOTZSLI,X,X
JOITLSZ,X,X
JOITLZS,X,X
JOITSLZ,X,X
JOITSZL,X,X
JOITZLS,X,X
JOITZSL,X,X
JOILTSZ,X,X
JOILTZS,X,X
JOILSTZ,X,X
JOILSZT,X,X
JOILZTS,X,X
JOILZST,X,X
JOISTLZ,X,X
JOISTZL,X,X
JOISLTZ,X,X
JOISLZT,X,X
JOISZTL,X,X
JOISZLT,X,X
JOIZTLS,X,X
JOIZTSL,X,X
JOIZLTS,X,X
JOIZLST,X,X
JOIZSTL,X,X
JOIZSLT,X,X
JOLTISZ,X,X
JOLTIZS,X,X
JOLTSIZ,X,X
JOLTSZI,X,X
JOLTZIS,X,X
JOLTZSI,X,X
JOLITSZ,X,X
JOLITZS,X,X
JOLISTZ,X,X
JOLISZT,X,X
JOLIZTS,X,X
JOLIZST,X,X
JOLSTIZ,X,X
JOLSTZI,X,X
JOLSITZ,X,X
JOLSIZT,X,X
JOLSZTI,X,X
JOLSZIT,X,X
JOLZTIS,X,X
JOLZTSI,X,X
JOLZITS,X,X
JOLZIST,X,X
JOLZSTI,X,X
JOLZSIT,X,X
JOSTILZ,X,X
JOSTIZL,X,X
JOSTLIZ,X,X
JOSTLZI,X,X
JOSTZIL,X,X
JOSTZLI,X,X
JOSITLZ,X,X
JOSITZL,X,X
JOSILTZ,X,X
JOSILZT,X,X
JOSIZTL,X,X
JOSIZLT,X,X
JOSLTIZ,X,X
JOSLTZI,X,X
JOSLITZ,X,X
JOSLIZT,X,X
JOSLZTI,X,X
JOSLZIT,X,X
JOSZTIL,X,X
JOSZTLI,X,X
JOSZITL,X,X
JOSZILT,X,X
JOSZLTI,X,X
JOSZLIT,X,X
JOZTILS,X,X
JOZTISL,X,X
JOZTLIS,X,X
JOZTLSI,X,X
JOZTSIL,X,X
JOZTSLI,X,X
JOZITLS,X,X
JOZITSL,X,X
JOZILTS,X,X
JOZILST,X,X
JOZISTL,X,X
JOZISLT,X,X
JOZLTIS,X,X
JOZLTSI,X,X
JOZLITS,X,X
JOZLIST,X,X
JOZLSTI,X,X
JOZLSIT,X,X
JOZSTIL,X,X
JOZSTLI,X,X
JOZSITL,X,X
JOZSILT,X,X
JOZSLTI,X,X
JOZSLIT,X,X
STILJZO,X,O
STILJOZ,X,X
STILZJO,X,O
STILZOJ,O,O
STILOJZ,X,O
STILOZJ,O,O
STIJLZO,X,O
STIJLOZ,X,X
STIJZLO,X,O
STIJZOL,X,X
STIJOLZ,X,X
STIJOZL,X,X
STIZLJO,X,O
STIZLOJ,O,O
STIZJLO,X,O
STIZJOL,X,X
STIZOLJ,X,O
STIZOJL,X,O
STIOLJZ,X,O
STIOLZJ,X,O
STIOJLZ,X,O
STIOJZL,X,O
STIOZLJ,X,O
STIOZJL,X,O
STLIJZO,X,O
STLIJOZ,X,X
STLIZJO,X,O
STLIZOJ,O,O
STLIOJZ,X,O
STLIOZJ,O,O
STLJIZO,X,O
STLJIOZ,X,X
STLJZIO,X,O
STLJZOI,X,X
STLJOIZ,X,X
STLJOZI,X,X
STLZIJO,X,O
STLZIOJ,O,O
STLZJIO,X,O
STLZJOI,X,X
STLZOIJ,O,O
STLZOJI,X,O
STLOIJZ,X,O
STLOIZJ,O,O
STLOJIZ,X,O
STLOJZI,X,O
STLOZIJ,O,O
STLOZJI,X,O
STJILZO,X,O
STJILOZ,X,X
STJIZLO,X,O
STJIZOL,X,X
STJIOLZ,X,X
STJIOZL,X,X
STJLIZO,X,O
STJLIOZ,X,X
STJLZIO,X,O
STJLZOI,X,X
STJLOIZ,X,X
STJLOZI,X,X
STJZILO,X,O
STJZIOL,X,X
STJZLIO,X,O
STJZLOI,X,X
STJZOIL,X,X
STJZOLI,X,X
STJOILZ,X,X
STJOIZL,X,X
STJOLIZ,X,X
STJOLZI,X,X
STJOZIL,X,X
STJOZLI,X,X
STZILJO,X,O
STZILOJ,O,O
STZIJLO,X,O
STZIJOL,X,X
STZIOLJ,X,O
STZIOJL,X,O
STZLIJO,X,O
STZLIOJ,O,O
STZLJIO,X,O
STZLJOI,X,X
STZLOIJ,O,O
STZLOJI,X,O
STZJILO,X,O
STZJIOL,X,X
STZJLIO,X,O
STZJLOI,X,X
STZJOIL,X,X
STZJOLI,X,X
STZOILJ,X,O
STZOIJL,X,O
STZOLIJ,X,O
STZOLJI,X,O
STZOJIL,X,O
STZOJLI,X,O
STOILJZ,X,O
STOILZJ,X,O
STOIJLZ,X,O
STOIJZL,X,O
STOIZLJ,X,O
STOIZJL,X,O
STOLIJZ,X,O
STOLIZJ,X,O
STOLJIZ,X,O
STOLJZI,X,O
STOLZIJ,X,O
STOLZJI,X,O
STOJILZ,X,O
STOJIZL,X,O
STOJLIZ,X,O
STOJLZI,X,O
STOJZIL,X,O
STOJZLI,X,O
STOZILJ,X,O
STOZIJL,X,O
STOZLIJ,X,O
STOZLJI,X,O
STOZJIL,X,O
STOZJLI,X,O
SITLJZO,X,O
SITLJOZ,X,X
SITLZJO,X,O
SITLZOJ,O,O
SITLOJZ,X,O
SITLOZJ,O,O
SITJLZO,X,O
SITJLOZ,X,X
SITJZLO,X,O
SITJZOL,X,X
SITJOLZ,X,X
SITJOZL,X,X
SITZLJO,X,O
SITZLOJ,O,O
SITZJLO,X,O
SITZJOL,X,X
SITZOLJ,X,O
SITZOJL,X,O
SITOLJZ,X,O
SITOLZJ,X,O
SITOJLZ,X,O
SITOJZL,X,O
SITOZLJ,X,O
SITOZJL,X,O
SILTJZO,X,O
SILTJOZ,X,X
SILTZJO,X,O
SILTZOJ,O,O
SILTOJZ,X,O
SILTOZJ,O,O
SILJTZO,O,O
SILJTOZ,O,X
SILJZTO,O,O
SILJZOT,O,X
SILJOTZ,O,X
SILJOZT,O,X
SILZTJO,X,O
SILZTOJ,O,O
SILZJTO,O,O
SILZJOT,O,X
SILZOTJ,O,O
SILZOJT,O,O
SILOTJZ,X,O
SILOTZJ,O,O
SILOJTZ,O,O
SILOJZT,O,O
SILOZTJ,O,O
SILOZJT,O,O
SIJTLZO,O,O
SIJTLOZ,O,X
SIJTZLO,O,O
SIJTZOL,X,X
SIJTOLZ,X,X
SIJTOZL,X,X
SIJLTZO,O,O
SIJLTOZ,O,X
SIJLZTO,O,O
SIJLZOT,O,X
SIJLOTZ,O,X
SIJLOZT,O,X
SIJZTLO,O,O
SIJZTOL,X,X
SIJZLTO,O,O
SIJZLOT,O,X
SIJZOTL,X,X
SIJZOLT,X,X
SIJOTLZ,X,X
SIJOTZL,X,X
SIJOLTZ,X,X
SIJOLZT,X,X
SIJOZTL,X,X
SIJOZLT,X,X
SIZTLJO,X,O
SIZTLOJ,O,O
SIZTJLO,X,O
SIZTJOL,X,X
SIZTOLJ,X,O
SIZTOJL,X,O
SIZLTJO,X,O
SIZLTOJ,O,O
SIZLJTO,O,O
SIZLJOT,O,X
SIZLOTJ,O,O
SIZLOJT,O,O
SIZJTLO,O,O
SIZJTOL,X,X
SIZJLTO,O,O
SIZJLOT,O,X
SIZJOTL,X,X
SIZJOLT,X,X
SIZOTLJ,X,O
SIZOTJL,X,O
SIZOLTJ,X,O
SIZOLJT,X,O
SIZOJTL,X,O
SIZOJLT,X,O
SIOTLJZ,X,O
SIOTLZJ,X,O
SIOTJLZ,X,O
SIOTJZL,X,O
SIOTZLJ,X,O
SIOTZJL,X,O
SIOLTJZ,X,O
SIOLTZJ,X,O
SIOLJTZ,X,O
SIOLJZT,X,O
SIOLZTJ,X,O
SIOLZJT,X,O
SIOJTLZ,X,O
SIOJTZL,X,O
SIOJLTZ,X,O
SIOJLZT,X,O
SIOJZTL,X,O
SIOJZLT,X,O
SIOZTLJ,X,O
SIOZTJL,X,O
SIOZLTJ,X,O
SIOZLJT,X,O
SIOZJTL,X,O
SIOZJLT,X,O
SLTIJZO,X,O
SLTIJOZ,X,X
SLTIZJO,X,O
SLTIZOJ,O,O
SLTIOJZ,X,O
SLTIOZJ,O,O
SLTJIZO,X,O
SLTJIOZ,X,X
SLTJZIO,X,O
SLTJZOI,X,X
SLTJOIZ,X,X
SLTJOZI,X,X
SLTZIJO,X,O
SLTZIOJ,O,O
SLTZJIO,X,O
SLTZJOI,X,X
SLTZOIJ,O,O
SLTZOJI,X,O
SLTOIJZ,X,O
SLTOIZJ,O,O
SLTOJIZ,X,O
SLTOJZI,X,O
SLTOZIJ,O,O
SLTOZJI,X,O
SLITJZO,X,O
SLITJOZ,X,X
SLITZJO,X,O
SLITZOJ,O,O
SLITOJZ,X,O
SLITOZJ,O,O
SLIJTZO,O,O
SLIJTOZ,O,X
SLIJZTO,O,O
SLIJZOT,O,X
SLIJOTZ,O,X
SLIJOZT,O,X
SLIZTJO,X,O
SLIZTOJ,O,O
SLIZJTO,O,O
SLIZJOT,O,X
SLIZOTJ,O,O
SLIZOJT,O,O
SLIOTJZ,X,O
SLIOTZJ,O,O
SLIOJTZ,O,O
SLIOJZT,O,O
SLIOZTJ,O,O
SLIOZJT,O,O
SLJTIZO,O,O
SLJTIOZ,O,X
SLJTZIO,O,O
SLJTZOI,O,X
SLJTOIZ,O,X
SLJTOZI,O,X
SLJITZO,O,O
SLJITOZ,O,X
SLJIZTO,O,O
SLJIZOT,O,X
SLJIOTZ,O,X
SLJIOZT,O,X
SLJZTIO,O,O
SLJZTOI,O,X
SLJZITO,O,O
SLJZIOT,O,X
SLJZOTI,O,X
SLJZOIT,O,X
SLJOTIZ,O,X
SLJOTZI,O,X
SLJOITZ,O,X
SLJOIZT,O,X
SLJOZTI,O,X
SLJOZIT,O,X
SLZTIJO,X,O
SLZTIOJ,O,O
SLZTJIO,X,O
SLZTJOI,X,X
SLZTOIJ,O,O
SLZTOJI,X,O
SLZITJO,X,O
SLZITOJ,O,O
SLZIJTO,O,O
SLZIJOT,O,X
SLZIOTJ,O,O
SLZIOJT,O,O
SLZJTIO,O,O
SLZJTOI,O,X
SLZJITO,O,O
SLZJIOT,O,X
SLZJOTI,O,X
SLZJOIT,O,X
SLZOTIJ,O,O
SLZOTJI,X,O
SLZOITJ,O,O
SLZOIJT,O,O
SLZOJTI,O,O
SLZOJIT,O,O
SLOTIJZ,X,O
SLOTIZJ,O,O
SLOTJIZ,X,O
SLOTJZI,X,O
SLOTZIJ,O,O
SLOTZJI,X,O
SLOITJZ,X,O
SLOITZJ,O,O
SLOIJTZ,O,O
SLOIJZT,O,O
SLOIZTJ,O,O
SLOIZJT,O,O
SLOJTIZ,O,O
SLOJTZI,O,O
SLOJITZ,O,O
SLOJIZT,O,O
SLOJZTI,O,O
SLOJZIT,O,O
SLOZTIJ,O,O
SLOZTJI,X,O
SLOZITJ,O,O
SLOZIJT,O,O
SLOZJTI,O,O
SLOZJIT,O,O
SJTILZO,O,O
SJTILOZ,O,X
SJTIZLO,O,O
SJTIZOL,X,X
SJTIOLZ,X,X
SJTIOZL,X,X
SJTLIZO,O,O
SJTLIOZ,O,X
SJTLZIO,O,O
SJTLZOI,O,X
SJTLOIZ,O,X
SJTLOZI,O,X
SJTZILO,O,O
SJTZIOL,X,X
SJTZLIO,O,O
SJTZLOI,O,X
SJTZOIL,X,X
SJTZOLI,X,X
SJTOILZ,X,X
SJTOIZL,X,X
SJTOLIZ,X,X
SJTOLZI,X,X
SJTOZIL,X,X
SJTOZLI,X,X
SJITLZO,O,O
SJITLOZ,O,X
SJITZLO,O,O
SJITZOL,X,X
SJITOLZ,X,X
SJITOZL,X,X
SJILTZO,O,O
SJILTOZ,O,X
SJILZTO,O,O
SJILZOT,O,X
SJILOTZ,O,X
SJILOZT,O,X
SJIZTLO,O,O
SJIZTOL,X,X
SJIZLTO,O,O
SJIZLOT,O,X
SJIZOTL,X,X
SJIZOLT,X,X
SJIOTLZ,X,X
SJIOTZL,X,X
SJIOLTZ,X,X
SJIOLZT,X,X
SJIOZTL,X,X
SJIOZLT,X,X
SJLTIZO,O,O
SJLTIOZ,O,X
SJLTZIO,O,O
SJLTZOI,O,X
SJLTOIZ,O,X
SJLTOZI,O,X
SJLITZO,O,O
SJLITOZ,O,X
SJLIZTO,O,O
SJLIZOT,O,X
SJLIOTZ,O,X
SJLIOZT,O,X
SJLZTIO,O,O
SJLZTOI,O,X
SJLZITO,O,O
SJLZIOT,O,X
SJLZOTI,O,X
SJLZOIT,O,X
SJLOTIZ,O,X
SJLOTZI,O,X
SJLOITZ,O,X
SJLOIZT,O,X
SJLOZTI,O,X
SJLOZIT,O,X
SJZTILO,O,O
SJZTIOL,X,X
SJZTLIO,O,O
SJZTLOI,O,X
SJZTOIL,X,X
SJZTOLI,X,X
SJZITLO,O,O
SJZITOL,X,X
SJZILTO,O,O
SJZILOT,O,X
SJZIOTL,X,X
SJZIOLT,X,X
SJZLTIO,O,O
SJZLTOI,O,X
SJZLITO,O,O
SJZLIOT,O,X
SJZLOTI,O,X
SJZLOIT,O,X
SJZOTIL,X,X
SJZOTLI,X,X
SJZOITL,X,X
SJZOILT,X,X
SJZOLTI,X,X
SJZOLIT,X,X
SJOTILZ,X,X
SJOTIZL,X,X
SJOTLIZ,X,X
SJOTLZI,X,X
SJOTZIL,X,X
SJOTZLI,X,X
SJOITLZ,X,X
SJOITZL,X,X
SJOILTZ,X,X
SJOILZT,X,X
SJOIZTL,X,X
SJOIZLT,X,X
SJOLTIZ,X,X
SJOLTZI,X,X
SJOLITZ,X,X
SJOLIZT,X,X
SJOLZTI,X,X
SJOLZIT,X,X
SJOZTIL,X,X
SJOZTLI,X,X
SJOZITL,X,X
SJOZILT,X,X
SJOZLTI,X,X
SJOZLIT,X,X
SZTILJO,X,O
SZTILOJ,O,O
SZTIJLO,X,O
SZTIJOL,X,X
SZTIOLJ,X,O
SZTIOJL,X,O
SZTLIJO,X,O
SZTLIOJ,O,O
SZTLJIO,X,O
SZTLJOI,X,X
SZTLOIJ,O,O
SZTLOJI,X,O
SZTJILO,X,O
SZTJIOL,X,X
SZTJLIO,X,O
SZTJLOI,X,X
SZTJOIL,X,X
SZTJOLI,X,X
SZTOILJ,X,O
SZTOIJL,X,O
SZTOLIJ,X,O
SZTOLJI,X,O
SZTOJIL,X,O
SZTOJLI,X,O
SZITLJO,X,O
SZITLOJ,O,O
SZITJLO,X,O
SZITJOL,X,X
SZITOLJ,X,O
SZITOJL,X,O
SZILTJO,X,O
SZILTOJ,O,O
SZILJTO,O,O
SZILJOT,O,X
SZILOTJ,O,O
SZILOJT,O,O
SZIJTLO,O,O
SZIJTOL,X,X
SZIJLTO,O,O
SZIJLOT,O,X
SZIJOTL,X,X
SZIJOLT,X,X
SZIOTLJ,X,O
SZIOTJL,X,O
SZIOLTJ,X,O
SZIOLJT,X,O
SZIOJTL,X,O
SZIOJLT,X,O
SZLTIJO,X,O
SZLTIOJ,O,O
SZLTJIO,X,O
SZLTJOI,X,X
SZLTOIJ,O,O
SZLTOJI,X,O
SZLITJO,X,O
SZLITOJ,O,O
SZLIJTO,O,O
SZLIJOT,O,X
SZLIOTJ,O,O
SZLIOJT,O,O
SZLJTIO,O,O
SZLJTOI,O,X
SZLJITO,O,O
SZLJIOT,O,X
SZLJOTI,O,X
SZLJOIT,O,X
SZLOTIJ,O,O
SZLOTJI,X,O
SZLOITJ,O,O
SZLOIJT,O,O
SZLOJTI,O,O
SZLOJIT,O,O
SZJTILO,O,O
SZJTIOL,X,X
SZJTLIO,O,O
SZJTLOI,O,X
SZJTOIL,X,X
SZJTOLI,X,X
SZJITLO,O,O
SZJITOL,X,X
SZJILTO,O,O
SZJILOT,O,X
SZJIOTL,X,X
SZJIOLT,X,X
SZJLTIO,O,O
SZJLTOI,O,X
SZJLITO,O,O
SZJLIOT,O,X
SZJLOTI,O,X
SZJLOIT,O,X
SZJOTIL,X,X
SZJOTLI,X,X
SZJOITL,X,X
SZJOILT,X,X
SZJOLTI,X,X
SZJOLIT,X,X
SZOTILJ,X,O
SZOTIJL,X,O
SZOTLIJ,X,O
SZOTLJI,X,O
SZOTJIL,X,O
SZOTJLI,X,O
SZOITLJ,X,O
